name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondacherry,2001-01-01 00:00:00,30.3,26.3,28.2,80.5,0.0,,,11.4,347.2,1010.2,88.3,,2001-01-01 06:39:40,2001-01-01 18:13:40,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-02 00:00:00,29.7,25.7,26.9,81.8,0.0,,,11.4,308.5,1010.9,50.0,,2001-01-02 06:40:04,2001-01-02 18:14:12,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-03 00:00:00,30.1,25.2,27.9,75.5,0.0,,,11.4,172.3,1010.9,37.1,,2001-01-03 06:40:27,2001-01-03 18:14:45,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-04 00:00:00,30.2,24.8,28.0,73.7,0.0,,,9.2,304.4,1010.9,22.9,,2001-01-04 06:40:50,2001-01-04 18:15:17,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-05 00:00:00,31.3,24.1,27.6,72.1,0.0,,,8.1,280.8,1011.0,13.8,,2001-01-05 06:41:12,2001-01-05 18:15:49,Clear,clear-day
choondacherry,2001-01-06 00:00:00,31.3,23.8,27.3,70.5,0.0,,,9.2,301.3,1011.1,13.8,,2001-01-06 06:41:33,2001-01-06 18:16:21,Clear,clear-day
choondacherry,2001-01-07 00:00:00,31.8,23.3,27.1,71.5,0.0,,,9.2,14.2,1010.3,13.8,,2001-01-07 06:41:53,2001-01-07 18:16:53,Clear,clear-day
choondacherry,2001-01-08 00:00:00,30.2,22.3,26.4,67.0,0.0,,,10.3,300.1,1009.7,22.9,,2001-01-08 06:42:13,2001-01-08 18:17:25,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-09 00:00:00,30.3,23.8,27.1,74.5,0.0,,,11.4,305.7,1010.5,44.3,,2001-01-09 06:42:31,2001-01-09 18:17:56,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-10 00:00:00,30.3,24.3,27.3,71.3,0.0,,,9.2,270.0,1011.5,46.0,,2001-01-10 06:42:49,2001-01-10 18:18:28,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-11 00:00:00,31.1,24.8,27.9,73.3,0.0,,,9.2,277.8,1010.0,10.0,,2001-01-11 06:43:06,2001-01-11 18:18:59,Clear,clear-day
choondacherry,2001-01-12 00:00:00,29.7,25.2,27.2,78.8,0.0,,,9.2,290.0,1010.7,6.0,,2001-01-12 06:43:22,2001-01-12 18:19:30,Clear,clear-day
choondacherry,2001-01-13 00:00:00,32.3,25.2,28.8,72.4,0.0,,,11.4,316.2,1010.7,37.1,,2001-01-13 06:43:37,2001-01-13 18:20:00,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-14 00:00:00,30.3,25.1,28.0,76.2,0.0,,,11.4,290.0,1011.3,21.4,,2001-01-14 06:43:51,2001-01-14 18:20:31,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-15 00:00:00,31.3,23.8,28.0,67.3,0.0,,,11.4,292.0,1011.8,2.9,,2001-01-15 06:44:05,2001-01-15 18:21:01,Clear,clear-day
choondacherry,2001-01-16 00:00:00,31.3,23.2,27.5,69.0,0.0,,,9.2,293.3,1011.8,24.3,,2001-01-16 06:44:17,2001-01-16 18:21:30,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-17 00:00:00,31.3,22.8,26.6,75.0,0.0,,,9.2,42.8,1011.8,38.8,,2001-01-17 06:44:28,2001-01-17 18:21:59,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-18 00:00:00,32.3,22.3,27.8,68.0,0.0,,,13.9,316.2,1011.3,48.6,,2001-01-18 06:44:39,2001-01-18 18:22:28,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-19 00:00:00,30.7,23.8,27.5,68.5,0.0,,,11.4,280.0,1009.6,26.0,,2001-01-19 06:44:48,2001-01-19 18:22:56,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-20 00:00:00,30.7,24.2,27.1,71.3,0.0,,,5.8,50.0,1010.7,42.9,,2001-01-20 06:44:56,2001-01-20 18:23:24,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-21 00:00:00,31.2,22.8,26.9,72.2,0.0,,,6.9,216.6,1010.0,48.3,,2001-01-21 06:45:03,2001-01-21 18:23:51,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-22 00:00:00,31.7,22.8,27.7,70.2,0.0,,,11.4,314.5,1009.1,51.4,,2001-01-22 06:45:10,2001-01-22 18:24:18,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-23 00:00:00,30.3,25.7,28.2,73.2,0.0,,,11.4,286.5,1008.8,62.9,,2001-01-23 06:45:15,2001-01-23 18:24:44,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-24 00:00:00,31.2,26.1,27.9,80.6,0.028,rain,,11.4,245.0,1008.9,67.1,,2001-01-24 06:45:19,2001-01-24 18:25:10,"Rain, Partially cloudy",rain
choondacherry,2001-01-25 00:00:00,31.7,26.3,28.8,77.3,0.056,rain,,16.1,319.6,1009.1,68.6,,2001-01-25 06:45:23,2001-01-25 18:25:35,"Rain, Partially cloudy",rain
choondacherry,2001-01-26 00:00:00,32.3,23.2,28.4,80.7,0.0,,,11.4,230.0,1009.0,70.0,,2001-01-26 06:45:25,2001-01-26 18:26:00,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-27 00:00:00,29.1,24.1,26.9,84.2,2.598,rain,,6.9,270.0,1010.1,73.3,,2001-01-27 06:45:26,2001-01-27 18:26:24,"Rain, Partially cloudy",rain
choondacherry,2001-01-28 00:00:00,31.3,25.2,27.8,75.6,0.0,,,9.2,235.8,1009.4,70.0,,2001-01-28 06:45:26,2001-01-28 18:26:47,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-29 00:00:00,29.8,24.3,26.9,70.6,0.0,,,8.1,240.8,1009.8,78.8,,2001-01-29 06:45:25,2001-01-29 18:27:10,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-30 00:00:00,32.1,24.8,27.9,68.3,0.0,,,9.2,293.6,1009.4,82.9,,2001-01-30 06:45:23,2001-01-30 18:27:32,Partially cloudy,partly-cloudy-day
choondacherry,2001-01-31 00:00:00,30.1,26.1,27.5,78.2,0.14,rain,,9.2,265.3,1008.6,67.5,,2001-01-31 06:45:20,2001-01-31 18:27:54,"Rain, Partially cloudy",rain
choondacherry,2001-02-01 00:00:00,32.2,25.3,28.9,74.5,0.056,rain,,9.2,280.0,1008.6,58.3,,2001-02-01 06:45:17,2001-02-01 18:28:15,"Rain, Partially cloudy",rain
choondacherry,2001-02-02 00:00:00,29.1,23.7,26.2,85.8,2.122,rain,,9.2,215.0,1009.5,87.1,,2001-02-02 06:45:12,2001-02-02 18:28:35,"Rain, Partially cloudy",rain
choondacherry,2001-02-03 00:00:00,30.8,23.7,27.3,83.2,1.653,rain,,9.2,312.8,1009.1,71.3,,2001-02-03 06:45:06,2001-02-03 18:28:54,"Rain, Partially cloudy",rain
choondacherry,2001-02-04 00:00:00,29.8,25.1,27.3,86.9,0.902,rain,,11.4,290.0,1009.8,70.0,,2001-02-04 06:44:59,2001-02-04 18:29:13,"Rain, Partially cloudy",rain
choondacherry,2001-02-05 00:00:00,30.1,24.7,28.0,80.9,0.619,rain,,9.2,301.3,1010.3,56.0,,2001-02-05 06:44:51,2001-02-05 18:29:32,"Rain, Partially cloudy",rain
choondacherry,2001-02-06 00:00:00,30.7,24.2,27.8,81.7,0.056,rain,,9.2,297.1,1010.7,44.3,,2001-02-06 06:44:42,2001-02-06 18:29:50,"Rain, Partially cloudy",rain
choondacherry,2001-02-07 00:00:00,31.1,25.3,27.8,79.8,0.0,,,8.1,268.3,1010.4,40.0,,2001-02-07 06:44:32,2001-02-07 18:30:07,Partially cloudy,partly-cloudy-day
choondacherry,2001-02-08 00:00:00,31.3,24.8,27.9,74.8,0.0,,,8.1,230.0,1010.2,52.5,,2001-02-08 06:44:21,2001-02-08 18:30:23,Partially cloudy,partly-cloudy-day
choondacherry,2001-02-09 00:00:00,31.8,23.7,27.6,71.1,0.0,,,9.2,253.0,1011.2,41.4,,2001-02-09 06:44:09,2001-02-09 18:30:39,Partially cloudy,partly-cloudy-day
choondacherry,2001-02-10 00:00:00,30.2,23.8,27.4,75.7,0.0,,,9.2,260.6,1011.7,46.3,,2001-02-10 06:43:57,2001-02-10 18:30:54,Partially cloudy,partly-cloudy-day
choondacherry,2001-02-11 00:00:00,30.8,25.1,27.3,80.2,0.0,,,13.9,312.7,1010.7,37.1,,2001-02-11 06:43:43,2001-02-11 18:31:08,Partially cloudy,partly-cloudy-day
choondacherry,2001-02-12 00:00:00,30.7,24.3,27.6,78.0,0.0,,,6.9,290.0,1010.2,17.5,,2001-02-12 06:43:28,2001-02-12 18:31:22,Clear,clear-day
choondacherry,2001-02-13 00:00:00,30.8,26.1,28.1,79.1,0.0,,,9.2,277.0,1011.4,23.8,,2001-02-13 06:43:13,2001-02-13 18:31:35,Partially cloudy,partly-cloudy-day
choondacherry,2001-02-14 00:00:00,30.3,25.1,28.2,76.7,0.0,,,11.4,281.7,1010.5,11.4,,2001-02-14 06:42:57,2001-02-14 18:31:48,Clear,clear-day
choondacherry,2001-02-15 00:00:00,30.7,25.8,28.1,78.2,0.0,,,9.2,282.3,1011.7,16.7,,2001-02-15 06:42:39,2001-02-15 18:31:59,Clear,clear-day
choondacherry,2001-02-16 00:00:00,29.8,25.1,27.0,84.7,0.0,,,11.4,303.4,1012.7,21.7,,2001-02-16 06:42:21,2001-02-16 18:32:11,Partially cloudy,partly-cloudy-day
