name,datetime,tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,severerisk,sunrise,sunset,conditions,icon
choondacherry,19-05-2002,82.1,76.7,79.2,88.9,0.354,100,8.33,rain,,6.9,50,1009.3,85.7,,,2002-05-19T06:01:52,2002-05-19T18:37:18,"Rain, Partially cloudy",rain
choondacherry,20-05-2002,87.2,76.7,81.3,85.9,1.607,100,16.67,rain,,6.9,310.7,1008.3,70,,,2002-05-20T06:01:45,2002-05-20T18:37:31,"Rain, Partially cloudy",rain
choondacherry,21-05-2002,86.1,77.3,82.6,80.9,0.551,100,4.17,rain,,11.4,276.8,1009.7,64.3,,,2002-05-21T06:01:39,2002-05-21T18:37:44,"Rain, Partially cloudy",rain
choondacherry,22-05-2002,87.9,78.5,82.5,83.6,0.185,100,8.33,rain,,9.2,240,1010.3,61.4,,,2002-05-22T06:01:33,2002-05-22T18:37:58,"Rain, Partially cloudy",rain
choondacherry,23-05-2002,89,79.1,83.9,78.6,0.028,100,4.17,rain,,8.1,279.2,1010.5,65.7,,,2002-05-23T06:01:28,2002-05-23T18:38:12,"Rain, Partially cloudy",rain
choondacherry,24-05-2002,90.2,80.3,85.5,74.9,0,0,0,,,9.2,262.8,1010.1,53.3,,,2002-05-24T06:01:24,2002-05-24T18:38:26,Partially cloudy,partly-cloudy-day
choondacherry,25-05-2002,90.2,81.8,86.1,76.5,3.673,100,8.33,rain,,11.4,280.3,1010.3,68.3,,,2002-05-25T06:01:21,2002-05-25T18:38:41,"Rain, Partially cloudy",rain
choondacherry,26-05-2002,87.2,79.4,83.4,80.9,0,0,0,,,6.9,251.8,1010.7,84.3,,,2002-05-26T06:01:18,2002-05-26T18:38:56,Partially cloudy,partly-cloudy-day
choondacherry,27-05-2002,86.1,77.6,82.2,81.3,0,0,0,,,9.2,233.6,1010.6,76.7,,,2002-05-27T06:01:17,2002-05-27T18:39:11,Partially cloudy,partly-cloudy-day
choondacherry,28-05-2002,88.1,82.1,84.4,79.8,1.378,100,4.17,rain,,6.9,270,1010.7,78,,,2002-05-28T06:01:16,2002-05-28T18:39:26,"Rain, Partially cloudy",rain
choondacherry,29-05-2002,83.9,77.1,81.3,84.7,4.957,100,12.5,rain,,11.4,235.5,1011.2,78,,,2002-05-29T06:01:15,2002-05-29T18:39:41,"Rain, Partially cloudy",rain
choondacherry,30-05-2002,86.1,77.1,81.8,82.7,0.028,100,4.17,rain,,5.8,180,1010.2,76.7,,,2002-05-30T06:01:16,2002-05-30T18:39:56,"Rain, Partially cloudy",rain
choondacherry,31-05-2002,86.1,75.8,81.7,83.8,0.512,100,4.17,rain,,5.8,250,1009.7,84.3,,,2002-05-31T06:01:17,2002-05-31T18:40:12,"Rain, Partially cloudy",rain
choondacherry,01-06-2002,86.3,80,83.9,80.4,0.044,100,8.33,rain,,11.4,159.9,1008.7,84,,,2002-06-01T06:01:19,2002-06-01T18:40:28,"Rain, Partially cloudy",rain
choondacherry,02-06-2002,86.3,77.6,82.1,83.8,0.134,100,8.33,rain,,11.4,174.8,1009.3,82.9,,,2002-06-02T06:01:21,2002-06-02T18:40:43,"Rain, Partially cloudy",rain
choondacherry,03-06-2002,87.5,77.6,82.9,81.5,0.626,100,8.33,rain,,11.4,224.3,1008.9,56.7,,,2002-06-03T06:01:24,2002-06-03T18:40:59,"Rain, Partially cloudy",rain
choondacherry,04-06-2002,85.4,77.1,81.3,82,0.332,100,12.5,rain,,11.4,294.8,1008.2,62.9,,,2002-06-04T06:01:28,2002-06-04T18:41:15,"Rain, Partially cloudy",rain
choondacherry,05-06-2002,88.1,77.3,82.3,81.7,0.112,100,16.67,rain,,11.4,277.5,1008.5,51.7,,,2002-06-05T06:01:33,2002-06-05T18:41:31,"Rain, Partially cloudy",rain
choondacherry,06-06-2002,84.8,77.3,81.4,84.1,0.276,100,4.17,rain,,11.4,270,1008.9,72.9,,,2002-06-06T06:01:38,2002-06-06T18:41:47,"Rain, Partially cloudy",rain
choondacherry,07-06-2002,87.2,77.3,82.1,80.8,1.181,100,8.33,rain,,9.2,308.6,1007.9,58.3,,,2002-06-07T06:01:44,2002-06-07T18:42:03,"Rain, Partially cloudy",rain
choondacherry,08-06-2002,84.3,77.6,80.4,87.3,2.874,100,8.33,rain,,11.4,314.1,1007.6,81.4,,,2002-06-08T06:01:51,2002-06-08T18:42:19,"Rain, Partially cloudy",rain
choondacherry,09-06-2002,100.5,75.8,84.2,77.8,1.063,100,4.17,rain,,10.3,298.4,1007.1,80,,,2002-06-09T06:01:58,2002-06-09T18:42:35,"Rain, Partially cloudy",rain
choondacherry,10-06-2002,83,75.3,80.2,84.6,0.949,100,8.33,rain,,11.4,325.7,1007,78.6,,,2002-06-10T06:02:05,2002-06-10T18:42:51,"Rain, Partially cloudy",rain
choondacherry,11-06-2002,82.7,77.3,79.4,89.6,0.351,100,8.33,rain,,11.4,296.9,1007.3,80,,,2002-06-11T06:02:13,2002-06-11T18:43:06,"Rain, Partially cloudy",rain
choondacherry,12-06-2002,83,76.7,78.5,89.5,0.3,100,12.5,rain,,11.4,288.9,1007.2,92.9,,,2002-06-12T06:02:22,2002-06-12T18:43:22,"Rain, Overcast",rain
choondacherry,13-06-2002,77.1,74,75.5,96.3,6.22,100,25,rain,,11.4,286.3,1007.3,100,,,2002-06-13T06:02:32,2002-06-13T18:43:37,"Rain, Overcast",rain
choondacherry,14-06-2002,83.6,73.7,78.5,88.4,2.835,100,16.67,rain,,23,281.1,1008.3,91.4,,,2002-06-14T06:02:41,2002-06-14T18:43:52,"Rain, Overcast",rain
choondacherry,15-06-2002,84.3,74,77.1,89.3,1.102,100,16.67,rain,,9.2,335,1009.2,88.6,,,2002-06-15T06:02:52,2002-06-15T18:44:07,"Rain, Partially cloudy",rain
choondacherry,16-06-2002,86.1,73.5,80.3,80.6,0,0,0,,,11.4,327.6,1008.9,71.7,,,2002-06-16T06:03:02,2002-06-16T18:44:22,Partially cloudy,partly-cloudy-day
choondacherry,17-06-2002,87.5,79.4,83.3,77.9,0.008,100,4.17,rain,,11.4,335.6,1009.7,70,,,2002-06-17T06:03:13,2002-06-17T18:44:37,"Rain, Partially cloudy",rain
choondacherry,18-06-2002,86.6,77.1,81.9,85,0.276,100,8.33,rain,,11.4,329.6,1009.4,71.4,,,2002-06-18T06:03:25,2002-06-18T18:44:51,"Rain, Partially cloudy",rain
choondacherry,19-06-2002,83,74.9,79.2,84.3,0.339,100,8.33,rain,,9.2,344.9,1009.6,93.3,,,2002-06-19T06:03:37,2002-06-19T18:45:05,"Rain, Overcast",rain
choondacherry,20-06-2002,86.1,76.7,82,80.7,0,0,0,,,6.9,250,1009.5,77.1,,,2002-06-20T06:03:49,2002-06-20T18:45:18,Partially cloudy,partly-cloudy-day
choondacherry,21-06-2002,81.2,79.4,80.3,85.1,0.004,100,4.17,rain,,0,,1009.5,80,,,2002-06-21T06:04:02,2002-06-21T18:45:32,"Rain, Partially cloudy",rain
choondacherry,22-06-2002,87.2,82.1,84.5,78.2,0.02,100,4.17,rain,,9.2,279.4,1009.2,60,,,2002-06-22T06:04:15,2002-06-22T18:45:44,"Rain, Partially cloudy",rain
choondacherry,23-06-2002,87.5,79.1,83.5,81.7,0,0,0,,,13.9,266.4,1009.3,73.8,,,2002-06-23T06:04:28,2002-06-23T18:45:57,Partially cloudy,partly-cloudy-day
choondacherry,24-06-2002,83.6,77.6,80.5,84.4,0.393,100,8.33,rain,,11.4,287.6,1011,87.1,,,2002-06-24T06:04:42,2002-06-24T18:46:09,"Rain, Partially cloudy",rain
choondacherry,25-06-2002,87.2,78.5,82.9,83.3,0.012,100,4.17,rain,,11.4,290,1010.3,76.3,,,2002-06-25T06:04:56,2002-06-25T18:46:20,"Rain, Partially cloudy",rain
choondacherry,26-06-2002,86.3,80.3,82.6,86.4,0.02,100,4.17,rain,,9.2,298.9,1010,67.5,,,2002-06-26T06:05:10,2002-06-26T18:46:32,"Rain, Partially cloudy",rain
choondacherry,27-06-2002,88.1,80.7,84,79.1,0.016,100,4.17,rain,,11.4,310.9,1011,50,,,2002-06-27T06:05:24,2002-06-27T18:46:42,"Rain, Partially cloudy",rain
choondacherry,28-06-2002,85.7,80,82.7,83.9,0.236,100,4.17,rain,,10.3,297.3,1011.9,61.3,,,2002-06-28T06:05:39,2002-06-28T18:46:52,"Rain, Partially cloudy",rain
choondacherry,29-06-2002,85.4,80.3,81.8,84.9,0.024,100,4.17,rain,,9.2,285.5,1011.4,75.7,,,2002-06-29T06:05:53,2002-06-29T18:47:02,"Rain, Partially cloudy",rain
choondacherry,30-06-2002,86.3,78.2,81.7,86.8,0.024,100,4.17,rain,,13.9,320,1010.4,67.5,,,2002-06-30T06:06:08,2002-06-30T18:47:11,"Rain, Partially cloudy",rain
choondacherry,01-07-2002,85.4,77.6,80.9,85.4,0.685,100,16.67,rain,,11.4,297.9,1010.8,71.4,,,2002-07-01T06:06:23,2002-07-01T18:47:19,"Rain, Partially cloudy",rain
choondacherry,02-07-2002,81.8,77.1,78.8,90.6,0.787,100,8.33,rain,,9.2,307.2,1011.6,76.3,,,2002-07-02T06:06:38,2002-07-02T18:47:27,"Rain, Partially cloudy",rain
choondacherry,03-07-2002,85.4,75.8,80,85.7,0.118,100,4.17,rain,,9.2,290,1011.6,76.3,,,2002-07-03T06:06:53,2002-07-03T18:47:35,"Rain, Partially cloudy",rain
choondacherry,04-07-2002,86.6,76.7,80.6,88.1,1.142,100,12.5,rain,,9.2,290,1010.9,70,,,2002-07-04T06:07:08,2002-07-04T18:47:41,"Rain, Partially cloudy",rain
choondacherry,05-07-2002,85.4,77.1,81.2,86.6,0.433,100,8.33,rain,,8.1,290.4,1011.4,80,,,2002-07-05T06:07:23,2002-07-05T18:47:47,"Rain, Partially cloudy",rain
choondacherry,06-07-2002,86.1,77.6,81.2,85.4,0.394,100,8.33,rain,,9.2,298,1011,80,,,2002-07-06T06:07:38,2002-07-06T18:47:53,"Rain, Partially cloudy",rain
choondacherry,07-07-2002,85.4,77.3,81.2,85.2,0.275,100,8.33,rain,,11.4,320,1010.2,70,,,2002-07-07T06:07:53,2002-07-07T18:47:57,"Rain, Partially cloudy",rain
choondacherry,08-07-2002,86.6,78.9,82.2,83.3,0.079,100,4.17,rain,,11.4,327.1,1009.8,80,,,2002-07-08T06:08:08,2002-07-08T18:48:01,"Rain, Partially cloudy",rain
choondacherry,09-07-2002,86.1,77.6,81.4,82.1,0.236,100,8.33,rain,,11.4,301.8,1010.3,76.3,,,2002-07-09T06:08:23,2002-07-09T18:48:05,"Rain, Partially cloudy",rain
choondacherry,10-07-2002,86.1,76.7,79.9,84.9,0.275,100,8.33,rain,,9.2,306,1010.6,67.1,,,2002-07-10T06:08:38,2002-07-10T18:48:07,"Rain, Partially cloudy",rain
choondacherry,11-07-2002,82.5,75.3,77.9,91.5,2.048,100,20.83,rain,,11.4,320,1009.8,85.7,,,2002-07-11T06:08:52,2002-07-11T18:48:09,"Rain, Partially cloudy",rain
choondacherry,12-07-2002,80,74.6,77.5,93.3,2.362,100,16.67,rain,,13.9,299.4,1010.7,96.3,,,2002-07-12T06:09:07,2002-07-12T18:48:10,"Rain, Overcast",rain
choondacherry,13-07-2002,86.3,77.1,81.6,84,0.118,100,4.17,rain,,13.9,296.3,1011.1,88.6,,,2002-07-13T06:09:21,2002-07-13T18:48:10,"Rain, Partially cloudy",rain
choondacherry,14-07-2002,86.6,77.6,81.1,84.9,0.039,100,4.17,rain,,11.4,320,1011.1,80,,,2002-07-14T06:09:35,2002-07-14T18:48:10,"Rain, Partially cloudy",rain
choondacherry,15-07-2002,86.6,78.9,82.4,83.1,0.031,100,4.17,rain,,13.9,320,1011.2,76.3,,,2002-07-15T06:09:49,2002-07-15T18:48:09,"Rain, Partially cloudy",rain
choondacherry,16-07-2002,85.4,78.2,81.5,83.7,0,0,0,,,13.9,320,1011.2,63.8,,,2002-07-16T06:10:03,2002-07-16T18:48:07,Partially cloudy,partly-cloudy-day
choondacherry,17-07-2002,83.6,78.5,80.9,86.3,0,0,0,,,9.2,320,1010.3,77.1,,,2002-07-17T06:10:16,2002-07-17T18:48:04,Partially cloudy,partly-cloudy-day
choondacherry,18-07-2002,84.3,78.5,81,82.2,0.039,100,4.17,rain,,9.2,271.7,1010,77.5,,,2002-07-18T06:10:30,2002-07-18T18:48:00,"Rain, Partially cloudy",rain
choondacherry,19-07-2002,84.8,74.9,79.7,85.8,0.157,100,8.33,rain,,8.1,280.8,1011,77.5,,,2002-07-19T06:10:43,2002-07-19T18:47:56,"Rain, Partially cloudy",rain
choondacherry,20-07-2002,86.1,77.6,79.9,85.5,0.374,100,8.33,rain,,11.4,272.2,1011.8,83.3,,,2002-07-20T06:10:55,2002-07-20T18:47:51,"Rain, Partially cloudy",rain
choondacherry,21-07-2002,83.6,75.3,79,84.4,0.335,100,8.33,rain,,11.4,285.1,1011.5,84.3,,,2002-07-21T06:11:08,2002-07-21T18:47:45,"Rain, Partially cloudy",rain
choondacherry,22-07-2002,83.6,74,78.7,85.4,0,0,0,,,9.2,274.7,1011.7,86.3,,,2002-07-22T06:11:20,2002-07-22T18:47:38,Partially cloudy,partly-cloudy-day
choondacherry,23-07-2002,85.4,77.1,80.7,83.2,0,0,0,,,9.2,277.7,1012.9,78.6,,,2002-07-23T06:11:32,2002-07-23T18:47:30,Partially cloudy,partly-cloudy-day
choondacherry,24-07-2002,83.9,77.6,81.5,83.8,0.236,100,4.17,rain,,13.4,280.7,1013.2,76,,,2002-07-24T06:11:43,2002-07-24T18:47:22,"Rain, Partially cloudy",rain
choondacherry,25-07-2002,80.3,77.1,78.8,86.7,0.276,100,4.17,rain,,13.9,320,1013.1,82.9,,,2002-07-25T06:11:54,2002-07-25T18:47:13,"Rain, Partially cloudy",rain
choondacherry,26-07-2002,86.1,74.9,81.4,78.9,0,0,0,,,11.4,326.6,1011,51.3,,,2002-07-26T06:12:05,2002-07-26T18:47:03,Partially cloudy,partly-cloudy-day
choondacherry,27-07-2002,85.7,76.4,80.8,80.3,0.197,100,4.17,rain,,11.4,311.4,1009.8,67.1,,,2002-07-27T06:12:15,2002-07-27T18:46:52,"Rain, Partially cloudy",rain
choondacherry,28-07-2002,81.2,75.8,78.2,89.4,0.669,100,20.83,rain,,11.4,330.6,1010.8,85,,,2002-07-28T06:12:25,2002-07-28T18:46:40,"Rain, Partially cloudy",rain
choondacherry,29-07-2002,84.8,77.1,80.7,83.4,0.008,100,4.17,rain,,11.4,307.9,1009.3,85,,,2002-07-29T06:12:35,2002-07-29T18:46:27,"Rain, Partially cloudy",rain
choondacherry,30-07-2002,79.4,75.3,77.3,90.7,0.433,100,12.5,rain,,9.2,324.1,1007.6,92.9,,,2002-07-30T06:12:44,2002-07-30T18:46:14,"Rain, Overcast",rain
choondacherry,31-07-2002,83.6,75.8,79,87.7,0.551,100,8.33,rain,,6.9,280,1006.1,90,,,2002-07-31T06:12:53,2002-07-31T18:46:00,"Rain, Partially cloudy",rain
choondacherry,01-08-2002,77.6,75.3,76.6,88.9,0.708,100,12.5,rain,,6.9,160,1008,90,,,2002-08-01T06:13:01,2002-08-01T18:45:45,"Rain, Partially cloudy",rain
choondacherry,02-08-2002,78.9,74.6,76.4,89.7,0.826,100,16.67,rain,,9.2,335.8,1008,90,,,2002-08-02T06:13:09,2002-08-02T18:45:29,"Rain, Partially cloudy",rain
choondacherry,03-08-2002,81.2,75.3,77.6,87.8,0.13,100,8.33,rain,,11.4,298.1,1008.3,88.8,,,2002-08-03T06:13:17,2002-08-03T18:45:13,"Rain, Partially cloudy",rain
choondacherry,04-08-2002,80.9,75.3,77.5,90.8,0.787,100,12.5,rain,,11.4,311.7,1008.5,91.3,,,2002-08-04T06:13:24,2002-08-04T18:44:55,"Rain, Overcast",rain
choondacherry,05-08-2002,83,73.7,76.6,92.6,2.953,100,16.67,rain,,8.1,306.7,1009.8,94.3,,,2002-08-05T06:13:30,2002-08-05T18:44:37,"Rain, Overcast",rain
choondacherry,06-08-2002,83.6,75.5,79.8,87.7,0,0,0,,,9.2,258.8,1009.8,80,,,2002-08-06T06:13:37,2002-08-06T18:44:18,Partially cloudy,partly-cloudy-day
choondacherry,07-08-2002,83,74.9,78.3,89.5,0.748,100,8.33,rain,,6.9,281.5,1010.8,87.5,,,2002-08-07T06:13:42,2002-08-07T18:43:59,"Rain, Partially cloudy",rain
choondacherry,08-08-2002,82.1,73.5,78.6,89.9,0.984,100,12.5,rain,,5.8,270,1011.2,88.3,,,2002-08-08T06:13:48,2002-08-08T18:43:38,"Rain, Partially cloudy",rain
choondacherry,09-08-2002,82.7,75.5,78.6,90.4,1.22,100,16.67,rain,,9.2,286.7,1010.8,86.7,,,2002-08-09T06:13:53,2002-08-09T18:43:17,"Rain, Partially cloudy",rain
choondacherry,10-08-2002,82.5,74.9,77.7,88,0.591,100,8.33,rain,,11.4,282.5,1011.3,91.4,,,2002-08-10T06:13:57,2002-08-10T18:42:55,"Rain, Overcast",rain
choondacherry,11-08-2002,80.7,74.6,76.7,89,0.393,100,12.5,rain,,4.7,290,1012.9,88.6,,,2002-08-11T06:14:01,2002-08-11T18:42:33,"Rain, Partially cloudy",rain
choondacherry,12-08-2002,84.8,73.1,80.1,83.9,0,0,0,,,5.8,270,1013.1,71.7,,,2002-08-12T06:14:05,2002-08-12T18:42:09,Partially cloudy,partly-cloudy-day
choondacherry,13-08-2002,84.8,75.3,80.8,84.2,0.02,100,4.17,rain,,9.2,301.3,1011.6,73.3,,,2002-08-13T06:14:08,2002-08-13T18:41:45,"Rain, Partially cloudy",rain
choondacherry,14-08-2002,84.8,74.6,79.3,87.2,1.044,100,16.67,rain,,10.3,253.9,1010.8,81.4,,,2002-08-14T06:14:11,2002-08-14T18:41:21,"Rain, Partially cloudy",rain
choondacherry,15-08-2002,82.7,75.3,78.9,89.8,0.866,100,12.5,rain,,11.4,295.3,1010.2,82.9,,,2002-08-15T06:14:14,2002-08-15T18:40:55,"Rain, Partially cloudy",rain
choondacherry,16-08-2002,77.1,74.9,75.7,96.1,6.575,100,29.17,rain,,11.4,301.4,1010.3,100,,,2002-08-16T06:14:16,2002-08-16T18:40:29,"Rain, Overcast",rain
choondacherry,17-08-2002,75.3,73.7,74.6,97.6,4.409,100,25,rain,,11.4,286.4,1010.5,100,,,2002-08-17T06:14:17,2002-08-17T18:40:03,"Rain, Overcast",rain
choondacherry,18-08-2002,80.9,73.7,77.2,91.5,0.275,100,8.33,rain,,5.8,320,1011.2,73.8,,,2002-08-18T06:14:18,2002-08-18T18:39:36,"Rain, Partially cloudy",rain
choondacherry,19-08-2002,83.9,74.9,78.7,86.4,0.275,100,8.33,rain,,11.4,320,1010.9,70,,,2002-08-19T06:14:19,2002-08-19T18:39:08,"Rain, Partially cloudy",rain
choondacherry,20-08-2002,85.4,76.4,80.4,85,0,0,0,,,11.4,331.6,1010,60,,,2002-08-20T06:14:20,2002-08-20T18:38:39,Partially cloudy,partly-cloudy-day
choondacherry,21-08-2002,84.8,77.1,80.9,84.4,0.039,100,4.17,rain,,11.4,305,1009.8,70,,,2002-08-21T06:14:20,2002-08-21T18:38:10,"Rain, Partially cloudy",rain
choondacherry,22-08-2002,83.6,78.9,80.8,84.5,0.012,100,4.17,rain,,11.4,308.5,1009.7,68.3,,,2002-08-22T06:14:20,2002-08-22T18:37:41,"Rain, Partially cloudy",rain
choondacherry,23-08-2002,85.7,78.5,80.7,83.2,0,0,0,,,11.4,332.3,1010.6,75,,,2002-08-23T06:14:19,2002-08-23T18:37:11,Partially cloudy,partly-cloudy-day
choondacherry,24-08-2002,85.4,77.6,81.9,81.7,0.079,100,4.17,rain,,11.4,302.4,1011.6,55.6,,,2002-08-24T06:14:18,2002-08-24T18:36:40,"Rain, Partially cloudy",rain
choondacherry,25-08-2002,86.1,77.1,80.6,84,0.236,100,4.17,rain,,11.4,311.5,1012.2,54.3,,,2002-08-25T06:14:17,2002-08-25T18:36:09,"Rain, Partially cloudy",rain
choondacherry,26-08-2002,86.1,77.1,81,81.4,0,0,0,,,13.9,301.6,1011.8,43.8,,,2002-08-26T06:14:15,2002-08-26T18:35:37,Partially cloudy,partly-cloudy-day
choondacherry,27-08-2002,85.4,78.5,81.6,79.9,0,0,0,,,13.9,316,1011.2,72.9,,,2002-08-27T06:14:13,2002-08-27T18:35:05,Partially cloudy,partly-cloudy-day
choondacherry,28-08-2002,85.4,78.5,81.2,80.4,0,0,0,,,13.9,323.8,1011.4,81.4,,,2002-08-28T06:14:11,2002-08-28T18:34:33,Partially cloudy,partly-cloudy-day
choondacherry,29-08-2002,84.8,78.5,81.5,82.8,0,0,0,,,11.4,330.5,1011.6,74.3,,,2002-08-29T06:14:08,2002-08-29T18:34:00,Partially cloudy,partly-cloudy-day
choondacherry,30-08-2002,85.4,77.1,80.9,81.7,0,0,0,,,13.9,330.4,1011.5,60,,,2002-08-30T06:14:05,2002-08-30T18:33:27,Partially cloudy,partly-cloudy-day
choondacherry,31-08-2002,85.4,77.1,81,80.9,0,0,0,,,11.4,322.6,1010.4,45,,,2002-08-31T06:14:02,2002-08-31T18:32:53,Partially cloudy,partly-cloudy-day
choondacherry,01-09-2002,84.8,77.6,81.2,80.4,0.012,100,4.17,rain,,11.4,332.9,1010.9,60,,,2002-09-01T06:13:59,2002-09-01T18:32:19,"Rain, Partially cloudy",rain
choondacherry,02-09-2002,87.2,77.6,82.3,76.2,0,0,0,,,11.4,320,1011.6,44.3,,,2002-09-02T06:13:55,2002-09-02T18:31:44,Partially cloudy,partly-cloudy-day
choondacherry,03-09-2002,83.9,77.6,80.5,84.2,0.905,100,8.33,rain,,11.4,320,1012,66.7,,,2002-09-03T06:13:52,2002-09-03T18:31:09,"Rain, Partially cloudy",rain
choondacherry,04-09-2002,84.3,76.4,80.1,84.2,0,0,0,,,9.2,290,1010.6,54.3,,,2002-09-04T06:13:48,2002-09-04T18:30:34,Partially cloudy,partly-cloudy-day
choondacherry,05-09-2002,85.7,79.4,82.6,77,0.012,100,4.17,rain,,6.9,268.3,1009.7,63.3,,,2002-09-05T06:13:43,2002-09-05T18:29:59,"Rain, Partially cloudy",rain
choondacherry,06-09-2002,84.3,78.2,79.6,85.5,0.913,100,12.5,rain,,11.4,347,1011.2,74,,,2002-09-06T06:13:39,2002-09-06T18:29:23,"Rain, Partially cloudy",rain
choondacherry,07-09-2002,83.6,75.3,78.6,87.7,1.96,100,8.33,rain,,9.2,238.6,1011,86.7,,,2002-09-07T06:13:34,2002-09-07T18:28:47,"Rain, Partially cloudy",rain
choondacherry,08-09-2002,84.8,75.3,79.9,85.8,0.748,100,8.33,rain,,9.2,320,1011.6,80,,,2002-09-08T06:13:30,2002-09-08T18:28:11,"Rain, Partially cloudy",rain
choondacherry,09-09-2002,82.5,76.7,78.5,89,1.023,100,12.5,rain,,11.4,286.4,1012.2,91.7,,,2002-09-09T06:13:25,2002-09-09T18:27:34,"Rain, Overcast",rain
choondacherry,10-09-2002,84.8,74.9,80.2,83,0,0,0,,,9.2,303.8,1010,58.8,,,2002-09-10T06:13:20,2002-09-10T18:26:58,Partially cloudy,partly-cloudy-day
choondacherry,11-09-2002,84.8,76.7,79.1,85.6,0.472,100,4.17,rain,,5.8,315.4,1010.3,56,,,2002-09-11T06:13:15,2002-09-11T18:26:21,"Rain, Partially cloudy",rain
choondacherry,12-09-2002,86.1,76.7,81.4,79.7,0,0,0,,,9.2,290,1011.4,37.5,,,2002-09-12T06:13:10,2002-09-12T18:25:44,Partially cloudy,partly-cloudy-day
choondacherry,13-09-2002,86.1,77.1,81.3,80.4,0,0,0,,,11.4,311.4,1012,30,,,2002-09-13T06:13:04,2002-09-13T18:25:07,Partially cloudy,partly-cloudy-day
choondacherry,14-09-2002,85.7,76.7,80.2,83.4,0,0,0,,,13.9,335.3,1012,55,,,2002-09-14T06:12:59,2002-09-14T18:24:30,Partially cloudy,partly-cloudy-day
choondacherry,15-09-2002,85.7,78.9,82.1,78.5,0,0,0,,,9.2,314.7,1013.2,50,,,2002-09-15T06:12:54,2002-09-15T18:23:53,Partially cloudy,partly-cloudy-day
choondacherry,16-09-2002,86.1,77.3,81.2,82.8,0,0,0,,,6.9,259.1,1014.3,50,,,2002-09-16T06:12:48,2002-09-16T18:23:15,Partially cloudy,partly-cloudy-day
choondacherry,17-09-2002,84.5,76.7,80.1,82.6,0,0,0,,,9.2,290,1012.8,57.1,,,2002-09-17T06:12:43,2002-09-17T18:22:38,Partially cloudy,partly-cloudy-day
choondacherry,18-09-2002,86.1,76.4,81.2,80,0,0,0,,,11.4,325.6,1012.1,48.8,,,2002-09-18T06:12:37,2002-09-18T18:22:01,Partially cloudy,partly-cloudy-day
choondacherry,19-09-2002,86.1,77.1,80.6,80.1,0,0,0,,,9.2,331.4,1012.8,67.1,,,2002-09-19T06:12:32,2002-09-19T18:21:23,Partially cloudy,partly-cloudy-day
choondacherry,20-09-2002,87.2,77.6,81.6,80,0,0,0,,,11.4,327.1,1012.5,66.3,,,2002-09-20T06:12:27,2002-09-20T18:20:46,Partially cloudy,partly-cloudy-day
choondacherry,21-09-2002,87.2,77.1,81.9,77.8,0,0,0,,,11.4,347.9,1011.7,46.3,,,2002-09-21T06:12:21,2002-09-21T18:20:09,Partially cloudy,partly-cloudy-day
choondacherry,22-09-2002,86.6,75.8,81.2,77.6,0,0,0,,,8.1,326.6,1011.1,43.8,,,2002-09-22T06:12:16,2002-09-22T18:19:32,Partially cloudy,partly-cloudy-day
choondacherry,23-09-2002,87.5,74.6,81.3,76.4,0,0,0,,,9.2,337,1010.6,35.7,,,2002-09-23T06:12:11,2002-09-23T18:18:54,Partially cloudy,partly-cloudy-day
choondacherry,24-09-2002,85.7,75.8,80.6,79.7,0,0,0,,,11.4,320,1010,35.7,,,2002-09-24T06:12:06,2002-09-24T18:18:17,Partially cloudy,partly-cloudy-day
choondacherry,25-09-2002,87.5,77.1,82.1,77.9,0,0,0,,,11.4,326.1,1010.2,55.7,,,2002-09-25T06:12:01,2002-09-25T18:17:41,Partially cloudy,partly-cloudy-day
choondacherry,26-09-2002,87.5,77.3,82.7,75.1,0,0,0,,,11.4,335.6,1010.6,52.9,,,2002-09-26T06:11:56,2002-09-26T18:17:04,Partially cloudy,partly-cloudy-day
choondacherry,27-09-2002,87.5,77.6,82.7,76.2,0,0,0,,,9.2,316.8,1010.2,55,,,2002-09-27T06:11:52,2002-09-27T18:16:27,Partially cloudy,partly-cloudy-day
choondacherry,28-09-2002,88.1,77.6,81.6,77.7,0,0,0,,,9.2,338.2,1010.7,55.7,,,2002-09-28T06:11:48,2002-09-28T18:15:51,Partially cloudy,partly-cloudy-day
choondacherry,29-09-2002,88.1,78.5,82.8,77.6,0,0,0,,,9.2,320,1010.3,57.1,,,2002-09-29T06:11:43,2002-09-29T18:15:15,Partially cloudy,partly-cloudy-day
choondacherry,30-09-2002,87.5,77.6,83.6,79.5,0,0,0,,,9.2,278.6,1009.7,76.7,,,2002-09-30T06:11:39,2002-09-30T18:14:39,Partially cloudy,partly-cloudy-day
choondacherry,01-10-2002,87.5,77.6,81,84.4,0.638,100,8.33,rain,,8.1,302.5,1010.2,81.3,,,2002-10-01T06:11:36,2002-10-01T18:14:03,"Rain, Partially cloudy",rain
choondacherry,02-10-2002,86.3,76.7,81.6,82.5,0,0,0,,,11.4,260.2,1011.5,67.1,,,2002-10-02T06:11:32,2002-10-02T18:13:28,Partially cloudy,partly-cloudy-day
choondacherry,03-10-2002,89,79.1,83.2,80.1,0,0,0,,,8.1,295.7,1010.4,62.5,,,2002-10-03T06:11:29,2002-10-03T18:12:53,Partially cloudy,partly-cloudy-day
