name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,severerisk,sunrise,sunset,conditions,description,icon
choondacherry,05-06-23,34,26.5,29.2,83.3,7.8,rain,29.2,16.6,257.4,1009.1,60.1,8,60,2023-06-05T06:01:38,2023-06-05T18:41:35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
choondacherry,06-06-23,33,24.6,29.5,81.6,4.2,rain,34.9,22.3,293.3,1008.6,68.2,8,60,2023-06-06T06:01:43,2023-06-06T18:41:51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,07-06-23,31,25.1,27.6,90.6,23.4,rain,29.9,18.4,78,1009.3,83.6,4,30,2023-06-07T06:01:49,2023-06-07T18:42:07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,08-06-23,32.1,24.6,27,86.5,16,rain,36,18.4,164,1009.7,75.8,6,30,2023-06-08T06:01:55,2023-06-08T18:42:23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,09-06-23,30,24,26.2,90.7,26,rain,41,25.9,115.5,1009,78.6,7,30,2023-06-09T06:02:02,2023-06-09T18:42:39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
choondacherry,10-06-23,30.1,24.8,26.7,91.1,1,rain,43.2,18.4,75.2,1008.5,88.6,7,30,2023-06-10T06:02:10,2023-06-10T18:42:55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
choondacherry,11-06-23,32,25,28,85.7,4.9,rain,41,13,64.8,1007.5,86.1,7,30,2023-06-11T06:02:18,2023-06-11T18:43:10,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,12-06-23,29,25,26.2,93.5,23.1,rain,37.1,17.4,117.2,1007.9,91.8,5,30,2023-06-12T06:02:27,2023-06-12T18:43:26,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
choondacherry,13-06-23,30,24,26.4,88.5,5,rain,29.5,9.4,145.5,1008.5,87.7,7,30,2023-06-13T06:02:36,2023-06-13T18:43:41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,14-06-23,29.4,24.8,27.1,90,2.4,rain,30.6,11.2,103.1,1010.1,87.7,5,30,2023-06-14T06:02:46,2023-06-14T18:43:57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,15-06-23,31,24.3,28,84,16.6,rain,38.2,14.8,320.4,1009.5,77.1,7,60,2023-06-15T06:02:56,2023-06-15T18:44:12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,16-06-23,33,25,29,81,2.9,rain,40,27.7,298.8,1008.9,59.7,8,30,2023-06-16T06:03:07,2023-06-16T18:44:26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,17-06-23,30,25,27.3,91.3,32,rain,36.4,13.3,68.7,1009.4,81,7,30,2023-06-17T06:03:18,2023-06-17T18:44:41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
choondacherry,18-06-23,30,25,27,87.5,9,rain,25.9,11.2,89.4,1009.3,88.3,5,30,2023-06-18T06:03:30,2023-06-18T18:44:55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,19-06-23,32.4,24.8,27.9,85.7,22,rain,30.6,16.6,281.3,1007.4,87.7,6,30,2023-06-19T06:03:42,2023-06-19T18:45:09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,20-06-23,31,26,27.5,89.6,2.8,rain,25.6,14.8,79.6,1006.8,83.7,3,30,2023-06-20T06:03:54,2023-06-20T18:45:23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,21-06-23,29,25,26.4,90.1,8,rain,24.8,16.6,268.8,1007.6,78,4,30,2023-06-21T06:04:07,2023-06-21T18:45:36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,22-06-23,31.1,24.8,27.8,86.1,17,rain,33.8,21.5,318.3,1008,81.8,6,30,2023-06-22T06:04:20,2023-06-22T18:45:49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
choondacherry,23-06-23,31.5,24.5,27.7,84,1.2,rain,36.7,14.8,274.1,1008.6,74.9,7,10,2023-06-23T06:04:33,2023-06-23T18:46:01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,24-06-23,33,25,28.6,79.4,1.5,rain,40,18.4,307.2,1008.2,63,7,10,2023-06-24T06:04:47,2023-06-24T18:46:13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,25-06-23,31,24.3,26.9,88.7,5,rain,37.1,18.4,36,1008.1,78.6,5,10,2023-06-25T06:05:00,2023-06-25T18:46:25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,26-06-23,30,24.5,26.8,86.8,15,rain,29.5,16.6,346.5,1009.5,86.4,3,10,2023-06-26T06:05:14,2023-06-26T18:46:36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,27-06-23,28,24,25.4,90.6,60,rain,38.2,18.4,182.6,1010.5,84.1,3,10,2023-06-27T06:05:29,2023-06-27T18:46:47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
choondacherry,28-06-23,32,22.4,26.9,85,4,rain,44.3,16.6,287.4,1010.4,76.4,7,30,2023-06-28T06:05:43,2023-06-28T18:46:57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,29-06-23,31,24.6,27,87.6,22,rain,33.8,22.3,300.1,1011.3,91.6,3,30,2023-06-29T06:05:58,2023-06-29T18:47:07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
choondacherry,30-06-23,32,24.9,28,84.2,0.2,rain,38.2,18.4,273.5,1010.4,82,7,30,2023-06-30T06:06:13,2023-06-30T18:47:16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
choondacherry,01-07-23,33,24.9,28.2,84.4,7.8,rain,40,22.3,316.9,1010.3,82.7,8,30,2023-07-01T06:06:27,2023-07-01T18:47:24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,02-07-23,32,24,27.8,86.7,17,rain,37.1,25.9,294.4,1009.8,82.9,6,30,2023-07-02T06:06:42,2023-07-02T18:47:32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,03-07-23,26,23.7,24.5,96.5,104,rain,52.9,20.2,204.4,1009.7,94.8,4,10,2023-07-03T06:06:57,2023-07-03T18:47:40,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,04-07-23,27,23.4,24.8,95,92,rain,59.8,22.3,273.5,1008.6,97.4,2,10,2023-07-04T06:07:12,2023-07-04T18:47:46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,05-07-23,27,23.6,25.2,93.4,102,rain,56.2,16.7,294.3,1007.6,98.1,2,10,2023-07-05T06:07:28,2023-07-05T18:47:52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,06-07-23,29,24,25.5,92.5,18,rain,51.1,18.4,346.4,1009.3,96.4,2,10,2023-07-06T06:07:43,2023-07-06T18:47:58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
choondacherry,07-07-23,29,24,25.4,92.9,41,rain,38.9,13,345.6,1010.7,96.7,3,10,2023-07-07T06:07:58,2023-07-07T18:48:03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
choondacherry,08-07-23,27.1,24,25,93.2,34,rain,33.5,14.8,294.1,1011.5,95.9,4,30,2023-07-08T06:08:13,2023-07-08T18:48:07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,09-07-23,32,24,27.4,85.1,1.6,rain,42.1,22.3,309.4,1010,64.6,7,30,2023-07-09T06:08:27,2023-07-09T18:48:10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,10-07-23,32,24.5,27.4,86.8,0.8,rain,33.8,16.6,305.9,1009.5,85.8,7,30,2023-07-10T06:08:42,2023-07-10T18:48:13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,11-07-23,31,24,27.5,88.2,4,rain,31,20.5,310.6,1008.9,85.1,6,30,2023-07-11T06:08:57,2023-07-11T18:48:14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,12-07-23,32,24,28,85.3,2.3,rain,32.8,20.5,292,1008.8,76.7,7,30,2023-07-12T06:09:11,2023-07-12T18:48:16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,13-07-23,30,25.9,27.5,87.6,0.4,rain,32,20.5,320.3,1009.7,89.3,3,10,2023-07-13T06:09:26,2023-07-13T18:48:16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,14-07-23,31,24,26.9,83.9,5,rain,32,22.3,310.6,1010.8,84.1,5,30,2023-07-14T06:09:40,2023-07-14T18:48:16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
choondacherry,15-07-23,31,24,27.2,86.2,1.9,rain,47.9,16.6,294.2,1010.4,53.2,8,30,2023-07-15T06:09:54,2023-07-15T18:48:14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,16-07-23,32,24.8,28.1,83,2,rain,38.5,20.5,308.3,1009.7,65.4,7,30,2023-07-16T06:10:08,2023-07-16T18:48:13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,17-07-23,32,24.4,28.2,85,11,rain,41,18.4,308.7,1009.5,80.6,8,30,2023-07-17T06:10:21,2023-07-17T18:48:10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,18-07-23,31,25,28,86.8,3.4,rain,47.2,25.9,283.2,1009.4,85.8,6,10,2023-07-18T06:10:34,2023-07-18T18:48:06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,19-07-23,30.2,24.6,27,88.5,2.8,rain,51.1,22.3,290.3,1008.6,89.4,6,10,2023-07-19T06:10:47,2023-07-19T18:48:02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
choondacherry,20-07-23,31.1,24,27.8,83.8,12.3,rain,54.4,27.7,296,1008.1,80.3,8,30,2023-07-20T06:11:00,2023-07-20T18:47:57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,21-07-23,31.3,25,28.2,83.9,5.3,rain,61.9,31.7,290,1009.1,64.1,7,10,2023-07-21T06:11:13,2023-07-21T18:47:51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,22-07-23,30.1,25,26.7,89.7,4,rain,65.2,22.3,34.5,1010.9,83.9,7,30,2023-07-22T06:11:25,2023-07-22T18:47:44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,23-07-23,28,23,25.1,93.8,28,rain,48.6,15.1,318.7,1010.6,95.5,5,10,2023-07-23T06:11:36,2023-07-23T18:47:37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,24-07-23,29,23,24.9,93.3,50,rain,39.2,18.4,58.4,1010,96.6,3,10,2023-07-24T06:11:48,2023-07-24T18:47:28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,25-07-23,28,23,24.6,91,18,rain,42.8,13.6,327.8,1010.4,98.5,4,10,2023-07-25T06:11:59,2023-07-25T18:47:19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,26-07-23,28,23,25,91.9,9,rain,40.3,20.5,349.1,1011.2,93.8,4,30,2023-07-26T06:12:10,2023-07-26T18:47:09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
choondacherry,27-07-23,29,23.9,26.5,82.6,3.1,rain,50.4,20.5,309.5,1011.7,71.7,7,10,2023-07-27T06:12:20,2023-07-27T18:46:58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,28-07-23,31,24,27.3,80.5,0.2,rain,57.6,29.5,316.7,1011.1,60.8,8,10,2023-07-28T06:12:30,2023-07-28T18:46:46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,29-07-23,33,24.9,28.2,80.4,2.1,rain,58.7,25.9,324.1,1010.8,66.9,8,10,2023-07-29T06:12:40,2023-07-29T18:46:34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,30-07-23,32,24,28,81.8,0.6,rain,49.3,24.1,314.4,1010.6,61,8,10,2023-07-30T06:12:49,2023-07-30T18:46:20,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,31-07-23,31.3,25,27.6,81.2,0.8,rain,47.5,24.1,307.6,1010,54.4,8,10,2023-07-31T06:12:58,2023-07-31T18:46:06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,01-08-23,32,25,27.7,82.5,2.1,rain,46.4,22.3,314,1010.6,55.8,8,10,2023-08-01T06:13:06,2023-08-01T18:45:51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,02-08-23,33,25,28.3,81.4,2.2,rain,42.1,24.1,314.2,1011.1,46.2,8,10,2023-08-02T06:13:14,2023-08-02T18:45:36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,03-08-23,33,25,28.6,81.2,4.4,rain,45.4,27.7,314.2,1010.5,58.9,8,10,2023-08-03T06:13:21,2023-08-03T18:45:19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,04-08-23,32.8,25,28.6,80.7,4,rain,51.1,25.9,306.8,1011.8,59.8,9,10,2023-08-04T06:13:29,2023-08-04T18:45:02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,05-08-23,33,24,28.4,79.6,2,rain,46.1,25.9,320.6,1012.9,56.7,8,10,2023-08-05T06:13:35,2023-08-05T18:44:44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,06-08-23,32,25,28.5,81.7,1.3,rain,45.4,24.1,317.5,1011.9,62.4,8,10,2023-08-06T06:13:42,2023-08-06T18:44:25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
choondacherry,07-08-23,31.8,25,28.2,80.5,0.6,rain,38.5,24.1,309.1,1010,62,7,10,2023-08-07T06:13:47,2023-08-07T18:44:05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,08-08-23,31,24.8,27.8,82.7,2.6,rain,41.8,22.3,300.2,1010.1,62.1,7,10,2023-08-08T06:13:53,2023-08-08T18:43:45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,09-08-23,33,25,28.5,78.7,0.9,rain,38.2,20.5,316.6,1011.1,49.1,8,30,2023-08-09T06:13:58,2023-08-09T18:43:24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,10-08-23,33,24,28.2,81.6,2.1,rain,37.1,22.3,305.7,1011.3,61.4,7,30,2023-08-10T06:14:02,2023-08-10T18:43:02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,11-08-23,33,25,28.3,81.4,0.2,rain,33.1,27.7,317,1010.5,68.6,8,30,2023-08-11T06:14:06,2023-08-11T18:42:40,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,12-08-23,31,24,27.5,82.9,2.8,rain,40,27.7,320.1,1010.7,87.8,7,30,2023-08-12T06:14:10,2023-08-12T18:42:16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,13-08-23,32,25,28,81,3,rain,38.9,24.1,307.5,1010.4,60.7,8,10,2023-08-13T06:14:13,2023-08-13T18:41:52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,14-08-23,32,23.2,28.1,79.4,1.4,rain,29.9,24.1,307.4,1010.6,42,7,10,2023-08-14T06:14:16,2023-08-14T18:41:28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,15-08-23,32,25,28.2,76.7,0.3,rain,32,20.5,307.2,1010.9,37.8,7,10,2023-08-15T06:14:19,2023-08-15T18:41:02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,16-08-23,32,24,28,78.9,0,rain,25.9,18.4,274,1011,40.4,8,10,2023-08-16T06:14:21,2023-08-16T18:40:36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
choondacherry,17-08-23,31.4,23.8,27.9,79.4,1,rain,33.8,19.5,276,1010.5,49.3,8,10,2023-08-17T06:14:22,2023-08-17T18:40:10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,18-08-23,31.6,25,27.6,80.3,7.4,rain,36.4,20.5,277.6,1010.4,72.7,8,10,2023-08-18T06:14:24,2023-08-18T18:39:43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,19-08-23,31.3,24,26.7,83.3,3,rain,41,16.6,328.4,1010,69,8,10,2023-08-19T06:14:24,2023-08-19T18:39:15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,20-08-23,33,24,28.1,80.5,1,rain,38.9,20.5,305.5,1009.2,44.2,8,10,2023-08-20T06:14:25,2023-08-20T18:38:47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,21-08-23,33,25,28.6,78,0.2,rain,36,22.3,299.7,1008.3,37.3,8,30,2023-08-21T06:14:25,2023-08-21T18:38:18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,22-08-23,33,26,28.6,78.1,0.8,rain,27.4,24.1,305.8,1008.3,49.8,8,30,2023-08-22T06:14:25,2023-08-22T18:37:48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
choondacherry,23-08-23,32.2,25,28.3,78.2,0.3,rain,31.7,22.3,311.3,1008.9,46.8,9,10,2023-08-23T06:14:24,2023-08-23T18:37:18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,24-08-23,32.1,24,28,76.9,0,rain,32,20.5,299.8,1009,39.2,10,10,2023-08-24T06:14:23,2023-08-24T18:36:47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
choondacherry,25-08-23,33,24,28.4,78.3,0,rain,28.8,14.8,255,1009,36.7,8,10,2023-08-25T06:14:22,2023-08-25T18:36:16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
choondacherry,26-08-23,33,25,28.6,77.9,0,rain,29.9,20.5,279.8,1009.9,35.9,8,30,2023-08-26T06:14:20,2023-08-26T18:35:45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
choondacherry,27-08-23,33,25,28.7,77.8,0.4,rain,29.9,20.5,292,1010.4,39.1,7,30,2023-08-27T06:14:18,2023-08-27T18:35:13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,28-08-23,33,24,29,75.8,10,rain,32,22.3,285.3,1010,47.8,8,30,2023-08-28T06:14:16,2023-08-28T18:34:40,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,29-08-23,33,25,28.6,79,0.2,rain,35.3,24.1,296.4,1008.9,72.4,7,10,2023-08-29T06:14:13,2023-08-29T18:34:07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,30-08-23,31,25,27.6,85.7,39,rain,29.9,22.3,274.3,1009.5,90.1,6,30,2023-08-30T06:14:10,2023-08-30T18:33:34,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
choondacherry,31-08-23,32.2,24,28.3,80.5,1,rain,25.2,25.9,283.2,1009,65,7,30,2023-08-31T06:14:07,2023-08-31T18:33:00,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,01-09-23,33,25,28.6,79.5,7.9,rain,24.8,18.4,265.6,1009,50.6,7,30,2023-09-01T06:14:04,2023-09-01T18:32:26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,02-09-23,31,24.6,27.3,86.9,43,rain,28.1,16.6,66.9,1009.6,80.9,6,30,2023-09-02T06:14:00,2023-09-02T18:31:51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
choondacherry,03-09-23,30.1,24.6,26.4,91.5,28,rain,23.8,18.4,179.3,1008.8,90,5,30,2023-09-03T06:13:57,2023-09-03T18:31:17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,04-09-23,29,24,26.2,91.1,1,rain,35.3,16.6,222.2,1008,91.1,3,10,2023-09-04T06:13:52,2023-09-04T18:30:41,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
choondacherry,05-09-23,32,24,27,87.5,2,rain,31.7,13,252.3,1008,90.3,4,10,2023-09-05T06:13:48,2023-09-05T18:30:06,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
choondacherry,06-09-23,29.9,24,25.5,91.4,20,rain,26.3,10.9,125.9,1008.7,87.7,4,10,2023-09-06T06:13:44,2023-09-06T18:29:30,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,07-09-23,28,24,25.6,93.1,32,rain,30.2,13,92.6,1009.7,95.4,3,10,2023-09-07T06:13:39,2023-09-07T18:28:54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,08-09-23,30,24,26.7,86.4,11,rain,37.4,14.8,230.8,1010.7,90.1,3,10,2023-09-08T06:13:34,2023-09-08T18:28:18,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
choondacherry,09-09-23,29,25,26.4,88.9,27.6,rain,35.3,18.4,258.7,1010,88.1,5,30,2023-09-09T06:13:30,2023-09-09T18:27:42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,10-09-23,30,23,26,88.4,31,rain,33.1,16.6,277.2,1009.7,89.8,6,30,2023-09-10T06:13:25,2023-09-10T18:27:05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,11-09-23,31,23.4,26.8,84.3,3.2,rain,27.7,16.6,303.7,1009.8,85.1,4,10,2023-09-11T06:13:19,2023-09-11T18:26:28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,12-09-23,32,24,28.1,80.5,7.1,rain,35.3,22.3,299.1,1009.4,58.8,8,30,2023-09-12T06:13:14,2023-09-12T18:25:51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
choondacherry,13-09-23,31,25,27.5,86.6,1.8,rain,27.7,18.4,312.8,1009.4,75.3,5,30,2023-09-13T06:13:09,2023-09-13T18:25:14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,14-09-23,31,24.8,26.7,88,25.2,rain,33.8,18.4,305.4,1010.1,89,6,30,2023-09-14T06:13:03,2023-09-14T18:24:37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,15-09-23,28,24,25.9,93.1,26,rain,30.6,18.4,150.8,1010.6,90.7,5,30,2023-09-15T06:12:58,2023-09-15T18:24:00,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
choondacherry,16-09-23,30,24.5,26.5,91.3,7,rain,30.2,11.2,44.6,1010.6,87.9,4,30,2023-09-16T06:12:53,2023-09-16T18:23:22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,17-09-23,30.4,24,26.7,86.3,29.4,rain,27.4,9.4,93.8,1009.3,84.1,6,30,2023-09-17T06:12:47,2023-09-17T18:22:45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,18-09-23,30,23.7,26.5,89.8,30.8,rain,22.3,9.5,156.3,1009.4,83.8,5,30,2023-09-18T06:12:42,2023-09-18T18:22:08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,19-09-23,31.1,24,27,86.6,22.8,rain,33.5,14.8,268.3,1010.4,82.9,7,30,2023-09-19T06:12:36,2023-09-19T18:21:30,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,20-09-23,32,24,27.8,82.9,15,rain,26.6,18.4,316.2,1010.3,74.1,7,60,2023-09-20T06:12:31,2023-09-20T18:20:53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,21-09-23,32.2,25,28.2,83.2,40,rain,29.9,22.3,283.1,1010.1,67.8,8,60,2023-09-21T06:12:26,2023-09-21T18:20:16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
choondacherry,22-09-23,30.4,24,26,91.4,21,rain,29.5,26.8,222.1,1010.2,90.6,7,30,2023-09-22T06:12:20,2023-09-22T18:19:38,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
choondacherry,23-09-23,31,24,27,85.7,24,rain,30.6,21.1,218.6,1010.4,72.1,6,30,2023-09-23T06:12:15,2023-09-23T18:19:01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
choondacherry,24-09-23,32,24,27,84.2,16,rain,32.4,14.8,341.8,1010.8,65.1,7,30,2023-09-24T06:12:10,2023-09-24T18:18:24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
choondacherry,25-09-23,32,24,27.7,83.4,3,rain,34.2,18.4,286.1,1009.6,57.8,8,30,2023-09-25T06:12:05,2023-09-25T18:17:47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
choondacherry,26-09-23,31,25.9,27.3,89.3,7.2,rain,26.6,15.4,80.7,1009.3,73,7,30,2023-09-26T06:12:00,2023-09-26T18:17:10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
choondacherry,27-09-23,30,25,26.9,88.3,0.2,rain,37.1,12.2,106.2,1009.7,72.1,8,30,2023-09-27T06:11:56,2023-09-27T18:16:34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
choondacherry,28-09-23,29,24,25.3,94.3,53.8,rain,32,9.4,103.3,1009.9,93,6,30,2023-09-28T06:11:51,2023-09-28T18:15:57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,29-09-23,26.4,23.4,25.2,93.4,43,rain,38.5,11.2,156.2,1010.7,95.8,2,10,2023-09-29T06:11:47,2023-09-29T18:15:21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
choondacherry,30-09-23,28,24.4,25.4,96.3,80,rain,32.8,13.1,140.3,1010.9,96.5,4,30,2023-09-30T06:11:43,2023-09-30T18:14:45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
choondacherry,01-10-23,29,24,25.8,94,43,rain,32.4,12.2,146.1,1010.8,89.4,5,30,2023-10-01T06:11:39,2023-10-01T18:14:10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
