name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondcherry,01-01-2015,89.5,73.3,81.3,76.3,0.118,rain,15.7,11.4,268.4,1010.2,51.5,7,2015-01-01T06:39:29,2015-01-01T18:13:26,"Rain, Partially cloudy",rain
choondcherry,02-01-2015,89,73.3,80.6,75.1,0,,11,6.9,92.1,1012,30.4,9,2015-01-02T06:39:53,2015-01-02T18:13:58,Partially cloudy,partly-cloudy-day
choondcherry,03-01-2015,88.3,70.2,79.6,73.8,0,,14.8,7.2,336.3,1012.9,45.3,9,2015-01-03T06:40:16,2015-01-03T18:14:30,Partially cloudy,partly-cloudy-day
choondcherry,04-01-2015,89.5,73.3,81,73.6,0,,15.9,11.4,267.4,1012.3,32.8,9,2015-01-04T06:40:39,2015-01-04T18:15:03,Partially cloudy,partly-cloudy-day
choondcherry,05-01-2015,89.5,73.3,81.5,71.6,0.012,rain,14.5,6.9,279.2,1011.9,31.9,7,2015-01-05T06:41:02,2015-01-05T18:15:35,"Rain, Partially cloudy",rain
choondcherry,06-01-2015,89.5,73.3,81.7,70.7,0.036,rain,15,8.1,288.5,1012.4,28.6,8,2015-01-06T06:41:23,2015-01-06T18:16:07,"Rain, Partially cloudy",rain
choondcherry,07-01-2015,89.5,73.5,81.6,70.4,0,,15.2,9.8,311.1,1012.7,21.8,8,2015-01-07T06:41:44,2015-01-07T18:16:39,Partially cloudy,partly-cloudy-day
choondcherry,08-01-2015,89.5,76.4,81.4,73.1,0.02,rain,12.8,11.4,276.4,1012.9,33,6,2015-01-08T06:42:03,2015-01-08T18:17:11,"Rain, Partially cloudy",rain
choondcherry,09-01-2015,89.5,73.3,81.2,73.2,0.095,rain,13,11.4,247.6,1013.6,38.1,7,2015-01-09T06:42:22,2015-01-09T18:17:43,"Rain, Partially cloudy",rain
choondcherry,10-01-2015,89.5,73.7,81.3,73.6,0,,12.1,6.9,283.3,1013,20.8,9,2015-01-10T06:42:41,2015-01-10T18:18:14,Partially cloudy,partly-cloudy-day
choondcherry,11-01-2015,89.5,72.8,80.6,68.7,0.028,rain,11,6.9,113.2,1012.7,28,8,2015-01-11T06:42:58,2015-01-11T18:18:45,"Rain, Partially cloudy",rain
