name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondacherry,01-01-2021,87.7,73.3,79.9,75.5,1.496,rain,10.3,9.2,91.5,1010.4,58.4,8,2021-01-01T06:39:42,2021-01-01T18:13:44,"Rain, Partially cloudy",rain
choondacherry,02-01-2021,93.1,67.9,80.1,68.3,0,,11.4,6.9,84.3,1010.3,38.4,9,2021-01-02T06:40:06,2021-01-02T18:14:16,Partially cloudy,partly-cloudy-day
choondacherry,03-01-2021,91.3,73.3,81.4,73.7,0.386,rain,18.3,6.9,97.4,1009.4,51.3,6,2021-01-03T06:40:29,2021-01-03T18:14:48,"Rain, Partially cloudy",rain
choondacherry,04-01-2021,91.3,75.1,81.3,77.1,0.316,rain,16.3,9.2,90.9,1009.5,58.7,6,2021-01-04T06:40:52,2021-01-04T18:15:20,"Rain, Partially cloudy",rain
choondacherry,05-01-2021,91.3,75.1,81.7,76.4,0.016,rain,17.2,9.2,126.2,1010,63.7,7,2021-01-05T06:41:14,2021-01-05T18:15:52,"Rain, Partially cloudy",rain
choondacherry,06-01-2021,91.3,75.1,79.9,84.2,0.551,rain,18.3,13.9,18.8,1010.3,59,6,2021-01-06T06:41:35,2021-01-06T18:16:24,"Rain, Partially cloudy",rain
choondacherry,07-01-2021,91.3,75,80.6,84.4,0.118,rain,13,11.4,146.1,1008.7,71.4,7,2021-01-07T06:41:55,2021-01-07T18:16:56,"Rain, Partially cloudy",rain
choondacherry,08-01-2021,89.5,75.1,80.2,86.3,1.378,rain,16.1,9.2,60.8,1008.5,75.5,7,2021-01-08T06:42:14,2021-01-08T18:17:28,"Rain, Partially cloudy",rain
choondacherry,09-01-2021,87.7,74.2,79.9,85.7,0.354,rain,16.6,8.1,63,1008.6,83.9,6,2021-01-09T06:42:33,2021-01-09T18:18:00,"Rain, Partially cloudy",rain
choondacherry,10-01-2021,89.5,76.8,81,83.4,0.394,rain,13.6,8.1,179.6,1009.5,68.7,5,2021-01-10T06:42:50,2021-01-10T18:18:31,"Rain, Partially cloudy",rain
choondacherry,11-01-2021,85.9,76.2,80.2,81,0.306,rain,13.4,9.2,39.9,1010.3,84.3,3,2021-01-11T06:43:07,2021-01-11T18:19:02,"Rain, Partially cloudy",rain
choondacherry,12-01-2021,85.9,73.1,80.8,71.4,0.02,rain,26.4,13.9,54.9,1009,83.4,3,2021-01-12T06:43:23,2021-01-12T18:19:33,"Rain, Partially cloudy",rain
choondacherry,13-01-2021,85.3,75.1,80.2,77.3,0.016,rain,27.3,10.3,69.7,1009.1,73.9,5,2021-01-13T06:43:38,2021-01-13T18:20:04,"Rain, Partially cloudy",rain
choondacherry,14-01-2021,88.5,76.3,81.4,75,0.177,rain,22.1,9.2,80.8,1009.1,72,6,2021-01-14T06:43:52,2021-01-14T18:20:34,"Rain, Partially cloudy",rain
choondacherry,15-01-2021,89.5,76.9,81.6,74.1,0.221,rain,17.9,9.2,77.1,1009.4,72.9,4,2021-01-15T06:44:05,2021-01-15T18:21:04,"Rain, Partially cloudy",rain
