name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondcherry,2014-01-01 00:00:00,31.9,16.9,24.5,66.7,0.0,,,6.9,75.5,1011.6,23.3,9,2014-01-01 06:39:34,2014-01-01 18:13:34,Partially cloudy,partly-cloudy-day
choondcherry,2014-01-02 00:00:00,31.9,17.9,25.1,70.8,0.0,,,6.9,79.6,1011.8,26.7,9,2014-01-02 06:39:58,2014-01-02 18:14:06,Partially cloudy,partly-cloudy-day
choondcherry,2014-01-03 00:00:00,31.9,19.8,25.6,71.3,0.0,,,7.1,113.5,1012.1,10.8,9,2014-01-03 06:40:22,2014-01-03 18:14:38,Clear,clear-day
choondcherry,2014-01-04 00:00:00,31.9,19.9,25.9,75.0,0.0,,,10.3,303.7,1011.2,34.2,8,2014-01-04 06:40:45,2014-01-04 18:15:10,Partially cloudy,partly-cloudy-day
choondcherry,2014-01-05 00:00:00,31.9,19.3,25.9,70.4,0.0,,,5.9,283.2,1010.5,29.6,9,2014-01-05 06:41:07,2014-01-05 18:15:42,Partially cloudy,partly-cloudy-day
choondcherry,2014-01-06 00:00:00,30.9,18.9,25.2,74.4,0.0,,,8.8,298.9,1010.1,10.5,9,2014-01-06 06:41:28,2014-01-06 18:16:15,Clear,clear-day
choondcherry,2014-01-07 00:00:00,32.9,19.9,25.8,71.0,0.136,rain,,8.0,160.9,1010.1,16.2,5,2014-01-07 06:41:48,2014-01-07 18:16:47,Rain,rain
choondcherry,2014-01-08 00:00:00,31.9,20.8,26.5,68.8,0.124,rain,,6.9,74.1,1011.0,41.1,9,2014-01-08 06:42:08,2014-01-08 18:17:18,"Rain, Partially cloudy",rain
choondcherry,2014-01-09 00:00:00,32.0,21.9,27.0,69.6,0.036,rain,,6.9,146.8,1010.8,41.2,9,2014-01-09 06:42:27,2014-01-09 18:17:50,"Rain, Partially cloudy",rain
choondcherry,2014-01-10 00:00:00,32.9,20.2,26.8,70.3,0.0,,,6.2,136.2,1011.3,20.6,9,2014-01-10 06:42:45,2014-01-10 18:18:21,Partially cloudy,partly-cloudy-day
