name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondacherry,2002-01-01 00:00:00,32.1,25.2,27.8,63.7,0.0,,,4.7,70.0,1014.2,40.0,,2002-01-01 06:39:34,2002-01-01 18:13:32,Partially cloudy,partly-cloudy-day
choondacherry,2002-01-02 00:00:00,31.3,24.7,28.2,63.6,0.0,,,4.7,320.0,1013.5,20.0,,2002-01-02 06:39:58,2002-01-02 18:14:05,Clear,clear-day
choondacherry,2002-01-03 00:00:00,32.1,24.1,27.6,60.8,0.0,,,11.4,15.0,1013.0,0.0,,2002-01-03 06:40:22,2002-01-03 18:14:37,Clear,clear-day
choondacherry,2002-01-04 00:00:00,30.8,24.1,27.7,62.1,0.0,,,9.2,315.3,1012.3,3.8,,2002-01-04 06:40:45,2002-01-04 18:15:09,Clear,clear-day
choondacherry,2002-01-05 00:00:00,31.3,24.7,28.2,64.0,0.0,,,9.2,285.9,1011.5,38.6,,2002-01-05 06:41:07,2002-01-05 18:15:41,Partially cloudy,partly-cloudy-day
choondacherry,2002-01-06 00:00:00,32.1,25.8,28.6,67.4,0.084,rain,,9.2,340.0,1011.7,35.0,,2002-01-06 06:41:28,2002-01-06 18:16:13,"Rain, Partially cloudy",rain
choondacherry,2002-01-07 00:00:00,30.1,26.2,27.9,75.5,0.0,,,11.4,281.1,1012.0,20.0,,2002-01-07 06:41:48,2002-01-07 18:16:45,Clear,clear-day
choondacherry,2002-01-08 00:00:00,31.3,25.3,27.7,76.2,0.0,,,9.2,290.0,1012.0,18.6,,2002-01-08 06:42:08,2002-01-08 18:17:17,Clear,clear-day
choondacherry,2002-01-09 00:00:00,31.1,25.2,28.1,76.5,1.653,rain,,9.2,287.8,1012.2,41.4,,2002-01-09 06:42:27,2002-01-09 18:17:49,"Rain, Partially cloudy",rain
choondacherry,2002-01-10 00:00:00,31.1,25.1,28.2,69.5,0.0,,,9.2,297.2,1012.5,35.0,,2002-01-10 06:42:45,2002-01-10 18:18:20,Partially cloudy,partly-cloudy-day
