name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondcherry,2018-01-01 00:00:00,32.1,21.9,26.6,70.3,0.004,rain,11.9,9.2,270.5,1009.9,40.9,8,2018-01-01 06:39:34,2018-01-01 18:13:34,"Rain, Partially cloudy",rain
choondcherry,2018-01-02 00:00:00,31.9,21.9,26.7,69.2,0.0,,12.5,11.4,261.1,1009.5,37.2,8,2018-01-02 06:39:58,2018-01-02 18:14:06,Partially cloudy,partly-cloudy-day
choondcherry,2018-01-03 00:00:00,32.4,21.9,26.9,74.2,0.0,,14.1,11.7,259.9,1010.7,31.3,7,2018-01-03 06:40:22,2018-01-03 18:14:38,Partially cloudy,partly-cloudy-day
choondcherry,2018-01-04 00:00:00,32.9,21.9,26.8,71.8,0.008,rain,16.1,10.3,280.9,1011.2,24.0,8,2018-01-04 06:40:44,2018-01-04 18:15:10,"Rain, Partially cloudy",rain
choondcherry,2018-01-05 00:00:00,31.9,22.9,26.8,72.7,0.036,rain,17.4,11.4,240.5,1010.6,31.8,8,2018-01-05 06:41:06,2018-01-05 18:15:43,"Rain, Partially cloudy",rain
choondcherry,2018-01-06 00:00:00,31.9,21.9,26.4,70.9,0.103,rain,18.1,10.9,269.2,1010.3,34.1,8,2018-01-06 06:41:28,2018-01-06 18:16:15,"Rain, Partially cloudy",rain
choondcherry,2018-01-07 00:00:00,31.4,21.2,26.2,70.6,0.008,rain,15.2,20.5,289.8,1010.8,39.3,7,2018-01-07 06:41:48,2018-01-07 18:16:47,"Rain, Partially cloudy",rain
choondcherry,2018-01-08 00:00:00,31.9,21.9,26.3,68.7,0.012,rain,16.3,9.3,320.3,1011.1,25.1,8,2018-01-08 06:42:08,2018-01-08 18:17:18,"Rain, Partially cloudy",rain
choondcherry,2018-01-09 00:00:00,31.9,19.9,26.3,67.0,0.0,,20.6,9.2,214.2,1012.3,28.2,9,2018-01-09 06:42:26,2018-01-09 18:17:50,Partially cloudy,partly-cloudy-day
choondcherry,2018-01-10 00:00:00,32.9,23.8,27.7,68.0,0.032,rain,14.1,9.2,64.3,1012.4,42.3,8,2018-01-10 06:42:44,2018-01-10 18:18:21,"Rain, Partially cloudy",rain
choondcherry,2018-01-11 00:00:00,32.9,22.9,27.9,67.6,0.0,,9.6,10.0,38.9,1012.9,40.9,8,2018-01-11 06:43:01,2018-01-11 18:18:53,Partially cloudy,partly-cloudy-day
choondcherry,2018-01-12 00:00:00,33.9,23.9,28.2,68.8,0.016,rain,14.3,8.1,259.1,1012.4,39.9,8,2018-01-12 06:43:17,2018-01-12 18:19:24,"Rain, Partially cloudy",rain
choondcherry,2018-01-13 00:00:00,33.9,23.9,28.0,69.5,0.024,rain,15.4,5.9,137.7,1011.8,49.2,8,2018-01-13 06:43:33,2018-01-13 18:19:54,"Rain, Partially cloudy",rain
choondcherry,2018-01-14 00:00:00,33.9,21.9,27.7,59.0,0.0,,10.1,11.7,99.0,1011.7,27.2,9,2018-01-14 06:43:47,2018-01-14 18:20:24,Partially cloudy,partly-cloudy-day
choondcherry,2018-01-15 00:00:00,33.0,19.9,26.4,63.2,0.0,,10.5,11.4,185.6,1011.9,4.9,9,2018-01-15 06:44:00,2018-01-15 18:20:54,Clear,clear-day
choondcherry,2018-01-16 00:00:00,31.9,21.2,26.5,70.1,0.0,,18.1,11.1,229.7,1011.1,34.1,9,2018-01-16 06:44:13,2018-01-16 18:21:24,Partially cloudy,partly-cloudy-day
choondcherry,2018-01-17 00:00:00,31.9,22.9,27.1,74.8,0.016,rain,16.1,12.7,245.1,1011.6,48.0,7,2018-01-17 06:44:24,2018-01-17 18:21:53,"Rain, Partially cloudy",rain
choondcherry,2018-01-18 00:00:00,32.9,21.9,27.0,70.2,0.008,rain,20.4,10.3,231.0,1010.7,39.0,9,2018-01-18 06:44:35,2018-01-18 18:22:22,"Rain, Partially cloudy",rain
