name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondcherry,2019-01-01 00:00:00,31.9,21.9,26.6,64.2,0.0,,11.6,10.3,72.0,1014.9,19.0,9,2019-01-01 06:39:29,2019-01-01 18:13:26,Clear,clear-day
choondcherry,2019-01-02 00:00:00,31.9,19.9,25.6,64.1,0.0,,12.1,8.1,101.6,1015.3,14.2,9,2019-01-02 06:39:53,2019-01-02 18:13:58,Clear,clear-day
choondcherry,2019-01-03 00:00:00,34.9,18.9,25.5,59.4,0.0,,13.4,7.0,91.3,1015.4,14.3,9,2019-01-03 06:40:17,2019-01-03 18:14:31,Clear,clear-day
choondcherry,2019-01-04 00:00:00,32.9,17.9,25.2,58.8,0.0,,13.4,19.6,56.0,1014.4,4.0,9,2019-01-04 06:40:39,2019-01-04 18:15:03,Clear,clear-day
choondcherry,2019-01-05 00:00:00,32.9,17.9,24.8,61.8,0.0,,13.2,9.2,340.7,1014.1,22.2,9,2019-01-05 06:41:02,2019-01-05 18:15:35,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-06 00:00:00,30.9,18.9,24.8,67.8,0.0,,15.4,7.7,114.8,1013.0,32.1,9,2019-01-06 06:41:23,2019-01-06 18:16:07,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-07 00:00:00,32.9,18.9,25.2,66.1,0.0,,14.8,9.2,169.8,1012.3,29.9,9,2019-01-07 06:41:44,2019-01-07 18:16:39,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-08 00:00:00,33.9,19.9,25.8,64.9,0.0,,12.8,7.1,155.3,1012.5,6.7,9,2019-01-08 06:42:03,2019-01-08 18:17:11,Clear,clear-day
choondcherry,2019-01-09 00:00:00,33.9,19.9,26.1,66.2,0.0,,11.0,7.0,111.1,1012.0,3.1,9,2019-01-09 06:42:22,2019-01-09 18:17:43,Clear,clear-day
choondcherry,2019-01-10 00:00:00,33.9,18.9,26.1,63.2,0.0,,13.4,8.1,49.0,1011.9,4.6,9,2019-01-10 06:42:40,2019-01-10 18:18:14,Clear,clear-day
choondcherry,2019-01-11 00:00:00,33.9,19.9,26.4,66.0,0.0,,18.8,10.0,307.8,1013.1,11.3,9,2019-01-11 06:42:58,2019-01-11 18:18:45,Clear,clear-day
choondcherry,2019-01-12 00:00:00,32.9,20.9,26.7,69.0,0.0,,17.9,10.3,179.6,1012.7,31.8,9,2019-01-12 06:43:14,2019-01-12 18:19:16,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-13 00:00:00,31.9,20.9,26.2,64.9,0.0,,17.2,9.2,49.2,1012.8,31.0,9,2019-01-13 06:43:29,2019-01-13 18:19:47,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-14 00:00:00,32.9,19.9,26.3,66.3,0.0,,18.1,10.3,311.5,1012.1,41.4,8,2019-01-14 06:43:44,2019-01-14 18:20:17,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-15 00:00:00,32.9,20.9,26.6,69.0,0.0,,17.9,10.6,356.8,1012.3,36.3,9,2019-01-15 06:43:58,2019-01-15 18:20:48,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-16 00:00:00,34.9,19.9,26.6,59.8,0.0,,17.0,9.2,207.9,1012.2,34.4,9,2019-01-16 06:44:10,2019-01-16 18:21:17,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-17 00:00:00,33.9,19.9,26.2,63.4,0.0,,14.3,9.5,91.4,1011.5,23.5,9,2019-01-17 06:44:22,2019-01-17 18:21:46,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-18 00:00:00,31.9,19.9,25.6,69.1,0.0,,18.1,8.7,161.7,1012.0,66.3,9,2019-01-18 06:44:33,2019-01-18 18:22:15,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-19 00:00:00,32.9,19.9,25.7,68.4,0.004,rain,17.0,11.4,143.1,1013.1,36.6,9,2019-01-19 06:44:42,2019-01-19 18:22:44,"Rain, Partially cloudy",rain
choondcherry,2019-01-20 00:00:00,31.9,19.9,25.2,66.9,0.0,,11.2,5.8,134.3,1013.5,70.5,9,2019-01-20 06:44:51,2019-01-20 18:23:12,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-21 00:00:00,30.9,17.9,23.9,65.8,0.0,,19.7,12.8,154.1,1013.6,43.8,9,2019-01-21 06:44:59,2019-01-21 18:23:39,Partially cloudy,partly-cloudy-day
choondcherry,2019-01-22 00:00:00,31.9,18.9,25.1,61.7,0.0,,16.8,11.2,276.7,1013.8,44.7,9,2019-01-22 06:45:05,2019-01-22 18:24:06,Partially cloudy,partly-cloudy-day
