name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondcherry,01-01-2019,89.5,71.5,79.8,64.2,0,,11.6,10.3,72,1014.9,19,9,2019-01-01T06:39:29,2019-01-01T18:13:26,Clear,clear-day
choondcherry,02-01-2019,89.5,67.9,78.1,64.1,0,,12.1,8.1,101.6,1015.3,14.2,9,2019-01-02T06:39:53,2019-01-02T18:13:58,Clear,clear-day
choondcherry,03-01-2019,94.9,66.1,77.9,59.4,0,,13.4,7,91.3,1015.4,14.3,9,2019-01-03T06:40:17,2019-01-03T18:14:31,Clear,clear-day
choondcherry,04-01-2019,91.3,64.3,77.4,58.8,0,,13.4,19.6,56,1014.4,4,9,2019-01-04T06:40:39,2019-01-04T18:15:03,Clear,clear-day
choondcherry,05-01-2019,91.3,64.3,76.6,61.8,0,,13.2,9.2,340.7,1014.1,22.2,9,2019-01-05T06:41:02,2019-01-05T18:15:35,Partially cloudy,partly-cloudy-day
choondcherry,06-01-2019,87.7,66.1,76.6,67.8,0,,15.4,7.7,114.8,1013,32.1,9,2019-01-06T06:41:23,2019-01-06T18:16:07,Partially cloudy,partly-cloudy-day
choondcherry,07-01-2019,91.3,66.1,77.4,66.1,0,,14.8,9.2,169.8,1012.3,29.9,9,2019-01-07T06:41:44,2019-01-07T18:16:39,Partially cloudy,partly-cloudy-day
choondcherry,08-01-2019,93.1,67.9,78.4,64.9,0,,12.8,7.1,155.3,1012.5,6.7,9,2019-01-08T06:42:03,2019-01-08T18:17:11,Clear,clear-day
choondcherry,09-01-2019,93.1,67.9,78.9,66.2,0,,11,7,111.1,1012,3.1,9,2019-01-09T06:42:22,2019-01-09T18:17:43,Clear,clear-day
choondcherry,10-01-2019,93.1,66.1,79,63.2,0,,13.4,8.1,49,1011.9,4.6,9,2019-01-10T06:42:40,2019-01-10T18:18:14,Clear,clear-day
choondcherry,11-01-2019,93.1,67.9,79.5,66,0,,18.8,10,307.8,1013.1,11.3,9,2019-01-11T06:42:58,2019-01-11T18:18:45,Clear,clear-day
