name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondacherry,01-01-2009,85.4,68.1,78.1,74.5,0,,,13.9,238.7,1012.2,7.5,,2009-01-01T06:39:40,2009-01-01T18:13:40,Clear,clear-day
choondacherry,02-01-2009,86.6,71.9,78.6,71.7,0,,,13.9,291,1012.8,5.7,,2009-01-02T06:40:04,2009-01-02T18:14:13,Clear,clear-day
choondacherry,03-01-2009,86.1,71,79.1,69.9,0,,,16.1,270,1013.2,20,,2009-01-03T06:40:27,2009-01-03T18:14:45,Clear,clear-day
choondacherry,04-01-2009,87.5,73.1,80.1,67.2,0,,,11.4,273.5,1012.3,3.8,,2009-01-04T06:40:50,2009-01-04T18:15:17,Clear,clear-day
choondacherry,05-01-2009,86.3,72.8,79.9,61.5,0,,,11.4,272.1,1011,0,,2009-01-05T06:41:12,2009-01-05T18:15:49,Clear,clear-day
choondacherry,06-01-2009,87.2,72.8,79.9,70.1,0,,,11.4,250,1010.7,3.3,,2009-01-06T06:41:33,2009-01-06T18:16:21,Clear,clear-day
choondacherry,07-01-2009,86.3,74,80.2,70.9,0,,,9.2,299.4,1011.7,30,,2009-01-07T06:41:53,2009-01-07T18:16:53,Partially cloudy,partly-cloudy-day
choondacherry,08-01-2009,87.5,75.3,80.9,70.5,0,,,11.4,250,1013.1,30,,2009-01-08T06:42:12,2009-01-08T18:17:25,Partially cloudy,partly-cloudy-day
choondacherry,09-01-2009,87.9,75.8,81.8,68.4,0,,,16.1,258.3,1013.4,37.5,,2009-01-09T06:42:31,2009-01-09T18:17:57,Partially cloudy,partly-cloudy-day
choondacherry,10-01-2009,89.3,77.1,82.4,65.8,0,,,13.9,336.4,1012.7,20,,2009-01-10T06:42:49,2009-01-10T18:18:28,Clear,clear-day
choondacherry,11-01-2009,90.2,74,82.5,62.4,0,,,15,234,1013.1,10,,2009-01-11T06:43:06,2009-01-11T18:18:59,Clear,clear-day
choondacherry,12-01-2009,87.9,75.5,81.8,61.9,0,,,15,250,1014.1,5,,2009-01-12T06:43:22,2009-01-12T18:19:30,Clear,clear-day
choondacherry,13-01-2009,91.1,74.9,82.5,56.7,0,,,9.2,50,1014.6,5,,2009-01-13T06:43:37,2009-01-13T18:20:01,Clear,clear-day
choondacherry,14-01-2009,89.7,73.7,80.5,55.1,0,,,11.4,50,1015.2,2.9,,2009-01-14T06:43:51,2009-01-14T18:20:31,Clear,clear-day
choondacherry,15-01-2009,89.3,75.3,81.7,53.8,0,,,11.4,12.8,1014.4,18.8,,2009-01-15T06:44:04,2009-01-15T18:21:01,Clear,clear-day
choondacherry,16-01-2009,89.3,74.6,82.2,57.2,0,,,9.2,317.2,1014,6.3,,2009-01-16T06:44:16,2009-01-16T18:21:30,Clear,clear-day
choondacherry,17-01-2009,87.9,74,80.8,57.6,0,,,11.4,338.5,1013.2,0,,2009-01-17T06:44:27,2009-01-17T18:21:59,Clear,clear-day
choondacherry,18-01-2009,86.1,74,80.5,58.8,0,,,11.4,321.2,1012.9,5.7,,2009-01-18T06:44:38,2009-01-18T18:22:28,Clear,clear-day
choondacherry,19-01-2009,89.7,73.5,81.1,57.5,0,,,12.8,323,1011.8,8.6,,2009-01-19T06:44:47,2009-01-19T18:22:56,Clear,clear-day
choondacherry,20-01-2009,89.7,72.8,80.2,60,0,,,11.4,272.2,1012.2,0,,2009-01-20T06:44:55,2009-01-20T18:23:24,Clear,clear-day
choondacherry,21-01-2009,92.9,72.2,81.1,56.6,0,,,13.9,291.5,1012.6,2.5,,2009-01-21T06:45:02,2009-01-21T18:23:51,Clear,clear-day
choondacherry,22-01-2009,88.4,71.7,80.5,61.5,0,,,10.3,274.6,1011.3,12.5,,2009-01-22T06:45:09,2009-01-22T18:24:18,Clear,clear-day
choondacherry,23-01-2009,86.1,74,79.8,73.6,0,,,11.4,251.5,1010.5,18.8,,2009-01-23T06:45:14,2009-01-23T18:24:44,Clear,clear-day
choondacherry,24-01-2009,86.3,75.8,80.7,69.9,0,,,12.8,247.3,1010.4,27.5,,2009-01-24T06:45:18,2009-01-24T18:25:10,Partially cloudy,partly-cloudy-day
choondacherry,25-01-2009,87.2,74,80.6,71.6,0,,,9.2,276,1010.8,7.5,,2009-01-25T06:45:21,2009-01-25T18:25:35,Clear,clear-day
choondacherry,26-01-2009,86.6,75.3,81.5,73.5,0.315,rain,,9.2,282.2,1011.5,48.6,,2009-01-26T06:45:23,2009-01-26T18:26:00,"Rain, Partially cloudy",rain
choondacherry,27-01-2009,87.9,78.2,82.1,79.6,0.394,rain,,9.2,301.1,1011.8,72.5,,2009-01-27T06:45:25,2009-01-27T18:26:24,"Rain, Partially cloudy",rain
choondacherry,28-01-2009,87.5,79.1,83,75.4,0,,,11.4,270,1011.5,67.1,,2009-01-28T06:45:25,2009-01-28T18:26:47,Partially cloudy,partly-cloudy-day
choondacherry,29-01-2009,88.4,78.9,82.7,76.1,0,,,9.2,270,1011.5,37.5,,2009-01-29T06:45:24,2009-01-29T18:27:10,Partially cloudy,partly-cloudy-day
choondacherry,30-01-2009,87.9,77.1,82.4,75.3,0,,,11.4,288.5,1011.7,34.3,,2009-01-30T06:45:22,2009-01-30T18:27:32,Partially cloudy,partly-cloudy-day
choondacherry,31-01-2009,88.4,74,81.8,61.4,0,,,11.4,271.1,1011.2,26.3,,2009-01-31T06:45:19,2009-01-31T18:27:54,Partially cloudy,partly-cloudy-day
choondacherry,01-02-2009,100.5,72.2,82.5,61.8,0,,,11.4,261,1012.5,22.5,,2009-02-01T06:45:15,2009-02-01T18:28:15,Partially cloudy,partly-cloudy-day
choondacherry,02-02-2009,87.2,74.6,81,69.9,0,,,11.4,266,1013.3,11.3,,2009-02-02T06:45:10,2009-02-02T18:28:35,Clear,clear-day
choondacherry,03-02-2009,87.9,75.3,81.5,70.4,0,,,13.9,270,1013,15,,2009-02-03T06:45:04,2009-02-03T18:28:54,Clear,clear-day
choondacherry,04-02-2009,88.4,75.8,81.7,72.7,0,,,11.4,258.8,1014,20,,2009-02-04T06:44:57,2009-02-04T18:29:13,Clear,clear-day
choondacherry,05-02-2009,88.4,77.1,82.3,72.4,0,,,13.9,262.7,1013.2,22.5,,2009-02-05T06:44:49,2009-02-05T18:29:32,Partially cloudy,partly-cloudy-day
choondacherry,06-02-2009,87.2,77.3,82,74.1,0,,,11.4,260,1012.7,28.6,,2009-02-06T06:44:40,2009-02-06T18:29:49,Partially cloudy,partly-cloudy-day
choondacherry,07-02-2009,87.2,75.3,81,68.5,0,,,13.9,208.7,1012.1,22.5,,2009-02-07T06:44:30,2009-02-07T18:30:06,Partially cloudy,partly-cloudy-day
