name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondacherry,01-01-2005,86.6,77.1,81.9,77.9,0,,,9.2,290,1012.8,77.1,,2005-01-01T06:39:41,2005-01-01T18:13:41,Partially cloudy,partly-cloudy-day
choondacherry,02-01-2005,86.1,76.7,80.3,83.3,0.07,rain,,17.2,37.6,1011.9,77.1,,2005-01-02T06:40:05,2005-01-02T18:14:13,"Rain, Partially cloudy",rain
choondacherry,03-01-2005,86.1,75.8,80.9,79.3,0,,,6.9,262.3,1011.6,81.3,,2005-01-03T06:40:28,2005-01-03T18:14:45,Partially cloudy,partly-cloudy-day
choondacherry,04-01-2005,87.2,76.4,81.9,76.5,0.039,rain,,6.9,276.9,1012.1,68.8,,2005-01-04T06:40:51,2005-01-04T18:15:18,"Rain, Partially cloudy",rain
choondacherry,05-01-2005,87.9,77.3,82.4,66.7,0,,,9.2,278.6,1012.7,41.3,,2005-01-05T06:41:13,2005-01-05T18:15:50,Partially cloudy,partly-cloudy-day
choondacherry,06-01-2005,86.3,75.3,80.3,71.3,0,,,8.1,354.7,1012.1,41.3,,2005-01-06T06:41:34,2005-01-06T18:16:22,Partially cloudy,partly-cloudy-day
choondacherry,07-01-2005,86.1,72.8,78.6,67.2,0,,,6.9,320,1012.6,32.9,,2005-01-07T06:41:54,2005-01-07T18:16:54,Partially cloudy,partly-cloudy-day
choondacherry,08-01-2005,86.3,72.2,78.6,69.3,0,,,6.9,267.3,1012.6,60,,2005-01-08T06:42:13,2005-01-08T18:17:26,Partially cloudy,partly-cloudy-day
choondacherry,09-01-2005,86.3,73.7,79.6,68.7,0,,,9.2,272.5,1011.8,67.5,,2005-01-09T06:42:32,2005-01-09T18:17:57,Partially cloudy,partly-cloudy-day
choondacherry,10-01-2005,85.4,72.2,78.8,69.1,0,,,9.2,270,1011.1,63.8,,2005-01-10T06:42:50,2005-01-10T18:18:29,Partially cloudy,partly-cloudy-day
choondacherry,11-01-2005,84.8,73.7,79.7,73.6,0,,,11.4,299.7,1011.9,40,,2005-01-11T06:43:07,2005-01-11T18:19:00,Partially cloudy,partly-cloudy-day
choondacherry,12-01-2005,87.5,75.5,80.6,76.2,0,,,9.2,340,1012.2,22.5,,2005-01-12T06:43:23,2005-01-12T18:19:31,Partially cloudy,partly-cloudy-day
choondacherry,13-01-2005,87.9,74.6,80.1,77.1,0,,,9.2,290,1011.6,41.4,,2005-01-13T06:43:38,2005-01-13T18:20:01,Partially cloudy,partly-cloudy-day
choondacherry,14-01-2005,86.3,73.7,80.2,68.3,0,,,8.1,259.2,1010.8,30,,2005-01-14T06:43:52,2005-01-14T18:20:32,Partially cloudy,partly-cloudy-day
choondacherry,15-01-2005,88.1,74,80.8,64.8,0,,,10.3,332,1011.1,30,,2005-01-15T06:44:05,2005-01-15T18:21:01,Partially cloudy,partly-cloudy-day
choondacherry,16-01-2005,86.3,74.9,82.4,63.9,0,,,9.2,283.8,1011.9,16.7,,2005-01-16T06:44:17,2005-01-16T18:21:31,Clear,clear-day
choondacherry,17-01-2005,88.1,75.5,81.3,71.3,0,,,9.2,290,1011.4,31.3,,2005-01-17T06:44:29,2005-01-17T18:22:00,Partially cloudy,partly-cloudy-day
choondacherry,18-01-2005,87.5,77.3,81.8,74.6,0,,,11.4,326.4,1011.7,35,,2005-01-18T06:44:39,2005-01-18T18:22:29,Partially cloudy,partly-cloudy-day
choondacherry,19-01-2005,87.9,77.6,82.1,77.6,0,,,11.4,331.4,1011.4,36.3,,2005-01-19T06:44:48,2005-01-19T18:22:57,Partially cloudy,partly-cloudy-day
choondacherry,20-01-2005,89.9,77.3,83.1,72.6,0,,,11.4,290,1011.9,37.5,,2005-01-20T06:44:57,2005-01-20T18:23:25,Partially cloudy,partly-cloudy-day
choondacherry,21-01-2005,90.2,74.6,82.6,68.8,0,,,8.1,353.4,1012.9,43.8,,2005-01-21T06:45:04,2005-01-21T18:23:52,Partially cloudy,partly-cloudy-day
choondacherry,22-01-2005,89.7,77.6,83.1,65.1,0,,,9.2,300.8,1012.6,48.8,,2005-01-22T06:45:10,2005-01-22T18:24:19,Partially cloudy,partly-cloudy-day
choondacherry,23-01-2005,90.8,78.9,84.3,70,0,,,9.2,314.3,1011.8,42.5,,2005-01-23T06:45:15,2005-01-23T18:24:45,Partially cloudy,partly-cloudy-day
choondacherry,24-01-2005,89,78.9,83.9,73.1,0,,,9.2,281.2,1011.7,55,,2005-01-24T06:45:20,2005-01-24T18:25:11,Partially cloudy,partly-cloudy-day
choondacherry,25-01-2005,89,77.3,84,67.6,0,,,11.4,290,1011,31.7,,2005-01-25T06:45:23,2005-01-25T18:25:36,Partially cloudy,partly-cloudy-day
choondacherry,26-01-2005,89,77.6,82.7,71.3,0,,,11.4,290.7,1010.4,31.3,,2005-01-26T06:45:25,2005-01-26T18:26:00,Partially cloudy,partly-cloudy-day
choondacherry,27-01-2005,86.3,77.3,80.4,74.4,0.315,rain,,9.2,258.6,1009.9,63.3,,2005-01-27T06:45:26,2005-01-27T18:26:24,"Rain, Partially cloudy",rain
choondacherry,28-01-2005,86.1,75.3,80.7,76.7,0,,,11.4,290,1009.6,71.3,,2005-01-28T06:45:26,2005-01-28T18:26:48,Partially cloudy,partly-cloudy-day
choondacherry,29-01-2005,85.4,74.6,81.2,75.6,2.047,rain,,6.9,260,1009.2,80,,2005-01-29T06:45:25,2005-01-29T18:27:11,"Rain, Partially cloudy",rain
choondacherry,30-01-2005,84.3,74.6,79.7,81.4,0.472,rain,,6.9,276.2,1009.8,82.5,,2005-01-30T06:45:24,2005-01-30T18:27:33,"Rain, Partially cloudy",rain
choondacherry,31-01-2005,87.5,75.5,81.3,77.5,0.748,rain,,9.2,303,1010.9,61.4,,2005-01-31T06:45:21,2005-01-31T18:27:54,"Rain, Partially cloudy",rain
choondacherry,01-02-2005,88.4,76.7,81.6,76.7,0,,,6.9,290,1011.9,54.3,,2005-02-01T06:45:17,2005-02-01T18:28:15,Partially cloudy,partly-cloudy-day
choondacherry,02-02-2005,86.6,78.9,83.3,72.5,0.039,rain,,11.4,276.1,1011.6,53.8,,2005-02-02T06:45:12,2005-02-02T18:28:36,"Rain, Partially cloudy",rain
choondacherry,03-02-2005,89.7,79.4,83.7,72,0,,,9.2,290.8,1011.4,43.8,,2005-02-03T06:45:06,2005-02-03T18:28:55,Partially cloudy,partly-cloudy-day
choondacherry,04-02-2005,89.7,78.9,83.4,72.8,0,,,9.2,291.2,1011.6,36.3,,2005-02-04T06:44:59,2005-02-04T18:29:14,Partially cloudy,partly-cloudy-day
choondacherry,05-02-2005,88.1,78.5,83.4,75.4,0.035,rain,,9.2,290,1012,35,,2005-02-05T06:44:51,2005-02-05T18:29:33,"Rain, Partially cloudy",rain
choondacherry,06-02-2005,87.9,79.1,83.4,75,0,,,11.4,277.7,1012.3,46.3,,2005-02-06T06:44:42,2005-02-06T18:29:50,Partially cloudy,partly-cloudy-day
choondacherry,07-02-2005,87.9,79.4,83.4,72.3,0,,,9.2,279.7,1012.4,36.3,,2005-02-07T06:44:32,2005-02-07T18:30:07,Partially cloudy,partly-cloudy-day
choondacherry,08-02-2005,87.9,75.8,82.5,68,0,,,6.9,337.5,1011.9,18.6,,2005-02-08T06:44:21,2005-02-08T18:30:24,Clear,clear-day
choondacherry,09-02-2005,92,75.5,82.2,65.2,0,,,11.4,270,1013.2,8.8,,2005-02-09T06:44:09,2005-02-09T18:30:39,Clear,clear-day
choondacherry,10-02-2005,87.9,73.1,79.4,64.3,0,,,9.2,211.9,1012.9,18,,2005-02-10T06:43:56,2005-02-10T18:30:54,Clear,clear-day
choondacherry,11-02-2005,87.5,72.2,81.6,59.4,0,,,13.9,338.4,1014.9,57.1,,2005-02-11T06:43:43,2005-02-11T18:31:09,Partially cloudy,partly-cloudy-day
