name,datetime,tempmax,tempmin,temp,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,uvindex,sunrise,sunset,conditions,icon
choondacherry,01-01-2010,89.7,69.5,79.8,75.3,0,,,9.2,93.1,1010.2,41.3,9,2010-01-01T06:39:34,2010-01-01T18:13:33,Partially cloudy,partly-cloudy-day
choondacherry,02-01-2010,89.3,68.4,78.1,77.9,0,,,11.4,66.2,1011.8,48.8,9,2010-01-02T06:39:58,2010-01-02T18:14:05,Partially cloudy,partly-cloudy-day
choondacherry,03-01-2010,89.3,68.6,77.7,75.4,0,,,16.1,72.4,1012.3,49.5,9,2010-01-03T06:40:22,2010-01-03T18:14:37,Partially cloudy,partly-cloudy-day
choondacherry,04-01-2010,89,68.8,77.9,75.3,0,,,11.4,91.7,1011.4,44.9,8,2010-01-04T06:40:44,2010-01-04T18:15:10,Partially cloudy,partly-cloudy-day
choondacherry,05-01-2010,87.9,65.7,76.8,76.2,0,,,11.4,301.9,1010.1,44.6,9,2010-01-05T06:41:07,2010-01-05T18:15:42,Partially cloudy,partly-cloudy-day
choondacherry,06-01-2010,88.1,65.6,77.2,71.7,0,,,10.3,70.7,1009.4,21.3,9,2010-01-06T06:41:28,2010-01-06T18:16:14,Partially cloudy,partly-cloudy-day
choondacherry,07-01-2010,88.4,67.2,77.7,74.2,0,,,16.1,16.6,1009.9,45.7,9,2010-01-07T06:41:48,2010-01-07T18:16:46,Partially cloudy,partly-cloudy-day
choondacherry,08-01-2010,89,69,78.7,75.2,0,,,13.9,337.7,1010.4,53.8,7,2010-01-08T06:42:08,2010-01-08T18:17:18,Partially cloudy,partly-cloudy-day
choondacherry,09-01-2010,87.9,71.9,78.7,81.1,0.712,rain,,12.8,56.9,1010.2,58.1,5,2010-01-09T06:42:27,2010-01-09T18:17:49,"Rain, Partially cloudy",rain
choondacherry,10-01-2010,84.5,70.2,75.7,88.6,0.798,rain,,11.4,85.5,1011.8,80.3,3,2010-01-10T06:42:45,2010-01-10T18:18:21,"Rain, Partially cloudy",rain
choondacherry,11-01-2010,89.7,68.6,77.8,81.7,0.012,rain,,9.2,119.5,1013.1,64.9,9,2010-01-11T06:43:02,2010-01-11T18:18:52,"Rain, Partially cloudy",rain
choondacherry,12-01-2010,89.3,71,79,81.2,1.181,rain,,15,182.4,1013.9,30.6,9,2010-01-12T06:43:18,2010-01-12T18:19:23,"Rain, Partially cloudy",rain
choondacherry,13-01-2010,87.2,74.4,79.1,84.2,0.044,rain,,13.9,257.4,1014,54.8,6,2010-01-13T06:43:33,2010-01-13T18:19:54,"Rain, Partially cloudy",rain
choondacherry,14-01-2010,88.4,72.4,79.3,82.3,0.118,rain,,11.4,93.4,1014,70,9,2010-01-14T06:43:47,2010-01-14T18:20:24,"Rain, Partially cloudy",rain
choondacherry,15-01-2010,88.4,69.3,78.6,78.3,0,,,9.2,72.7,1014.2,23.4,9,2010-01-15T06:44:01,2010-01-15T18:20:54,Partially cloudy,partly-cloudy-day
choondacherry,16-01-2010,87.9,65.6,77.3,74.8,0,,,13.9,67.9,1015.5,47.5,9,2010-01-16T06:44:13,2010-01-16T18:21:23,Partially cloudy,partly-cloudy-day
choondacherry,17-01-2010,89,69.2,77.8,74.7,0,,,16.1,59.2,1015.6,61.9,7,2010-01-17T06:44:25,2010-01-17T18:21:53,Partially cloudy,partly-cloudy-day
choondacherry,18-01-2010,89.9,66.5,78.2,69.8,0,,,15,74,1016.1,53.5,9,2010-01-18T06:44:35,2010-01-18T18:22:21,Partially cloudy,partly-cloudy-day
choondacherry,19-01-2010,89.9,69.2,79,72.9,0,,,11.4,57.5,1013.5,25.7,9,2010-01-19T06:44:45,2010-01-19T18:22:50,Partially cloudy,partly-cloudy-day
choondacherry,20-01-2010,87.2,68.1,78.5,73.6,0,,,13.9,71.1,1014,22.9,9,2010-01-20T06:44:53,2010-01-20T18:23:18,Partially cloudy,partly-cloudy-day
choondacherry,21-01-2010,89.3,67.9,78.4,72.4,0.157,rain,,16.1,64.1,1012.8,18.7,9,2010-01-21T06:45:01,2010-01-21T18:23:45,Rain,rain
choondacherry,22-01-2010,87.9,65.2,77.6,70.9,0,,,11.4,52.3,1012.8,13.6,9,2010-01-22T06:45:07,2010-01-22T18:24:12,Clear,clear-day
choondacherry,23-01-2010,88.1,65.2,77,67.4,0,,,13.9,38.6,1012.3,8.8,9,2010-01-23T06:45:13,2010-01-23T18:24:38,Clear,clear-day
choondacherry,24-01-2010,86.3,65.2,76.8,70.7,0,,,13.9,87.9,1012.1,44.3,9,2010-01-24T06:45:17,2010-01-24T18:25:04,Partially cloudy,partly-cloudy-day
choondacherry,25-01-2010,87.9,65.9,77.7,69.2,0,,,11.4,63.8,1012,29.1,9,2010-01-25T06:45:21,2010-01-25T18:25:29,Partially cloudy,partly-cloudy-day
choondacherry,26-01-2010,87.9,69.7,78.7,71.9,0,,,13.9,93.5,1012.7,28.6,9,2010-01-26T06:45:23,2010-01-26T18:25:54,Partially cloudy,partly-cloudy-day
choondacherry,27-01-2010,89.1,68.1,79.5,68.7,0,,,11.4,40.9,1012.6,13.4,10,2010-01-27T06:45:25,2010-01-27T18:26:18,Clear,clear-day
choondacherry,28-01-2010,91.5,69.9,79.8,70.3,0,,,13.9,60.9,1012.6,59.5,9,2010-01-28T06:45:25,2010-01-28T18:26:42,Partially cloudy,partly-cloudy-day
choondacherry,29-01-2010,89.3,68.4,79.2,69.3,0,,,13.9,65.2,1012.7,63.6,8,2010-01-29T06:45:24,2010-01-29T18:27:05,Partially cloudy,partly-cloudy-day
choondacherry,30-01-2010,89.3,67.4,78.8,65.2,0,,,11.4,70.6,1012.6,68.7,9,2010-01-30T06:45:22,2010-01-30T18:27:27,Partially cloudy,partly-cloudy-day
choondacherry,31-01-2010,89.7,68.4,79.6,69.2,0,,,13.9,67.8,1013.1,52,9,2010-01-31T06:45:20,2010-01-31T18:27:49,Partially cloudy,partly-cloudy-day
choondacherry,01-02-2010,89.3,71.1,80.2,67.7,0,,,13.9,71.9,1012.9,41.7,8,2010-02-01T06:45:16,2010-02-01T18:28:10,Partially cloudy,partly-cloudy-day
choondacherry,02-02-2010,91.3,68.3,80.1,65.4,0,,,16.1,68.1,1011.4,39.2,9,2010-02-02T06:45:11,2010-02-02T18:28:30,Partially cloudy,partly-cloudy-day
choondacherry,03-02-2010,91.8,67.2,79.8,61.5,0,,,15,43.2,1011.6,53.9,10,2010-02-03T06:45:05,2010-02-03T18:28:50,Partially cloudy,partly-cloudy-day
choondacherry,04-02-2010,90.9,66.3,79.3,60.3,0,,,16.1,73.8,1012,52.2,10,2010-02-04T06:44:59,2010-02-04T18:29:09,Partially cloudy,partly-cloudy-day
choondacherry,05-02-2010,89,69,78.5,65,0,,,16.1,72.7,1012.8,72.4,9,2010-02-05T06:44:51,2010-02-05T18:29:27,Partially cloudy,partly-cloudy-day
choondacherry,06-02-2010,90.9,66.3,78.6,62.4,0,,,13.9,76.9,1012.6,57,10,2010-02-06T06:44:42,2010-02-06T18:29:45,Partially cloudy,partly-cloudy-day
